,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
859,AHN AC IM Washing Internal Medic,400 LOCUST AVE,Washington,Pennsylvania,15301,Washington,0,0,0,222,104,0,POINT (-80.242362 40.181357)
860,Penns Valley Pharmacy,4576 Penns Valley Road,Spring Mills,Pennsylvania,16875,Centre,0,0,0,0,136,0,POINT (-77.526197 40.877546)
861,Susquehanna County SHC,157 Spruce Street,Montrose,Pennsylvania,18801,Susquehanna,0,0,0,11,4,0,POINT (-75.878225 41.83569)
862,Grane Supply Inc Pittsburgh,105 Gamma Drive Ste 100,Pittsburgh,Pennsylvania,15238,Allegheny,13,10,0,888,1011,2966,POINT (-79.872431 40.495383)
863,AHN AC IM Bnacorsi Brwn Johsn Monre,2550 Mosside Boulevard,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,13,0,POINT (-79.753081 40.427159)
864,Integrated Health 21,2403 SIDNEY STREET SUITE 220,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,280,368,10,POINT (-79.96965 40.428767)
865,Pediatric Healthcare Associates,615 6th Avenue,Altoona,Pennsylvania,16602,Blair,0,0,0,0,14,0,POINT (-78.391463 40.517603)
866,SCI-Greene,169 Progress Dr.,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,66,160,POINT (-80.136864 39.902359)
867,Colonial Pharmacy,708 Ekastown Rd PO Box 123,Sarver,Pennsylvania,16055,Butler,0,0,0,12,443,0,POINT (-79.77776 40.712276)
868,WellSpan Fam Med-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,4,341,0,POINT (-76.983569 39.938265)
869,UPMC-SH Fam Med McElhattan,1 Outlet Lane,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,42,1871,204,POINT (-77.356405 41.152833)
870,UPMC CCP South Fayette,205 Millers Run Road,Bridgeville,Pennsylvania,15017,Allegheny,0,0,0,0,24,0,POINT (-80.123429 40.358164)
871,Excela Health Frick Hospital,508 South Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,24,35,2790,POINT (-79.548217 40.146369)
872,Perry Physicians PC,4570 Valley Rd,Shermans Dale,Pennsylvania,17090,Perry,0,0,0,19,525,17,POINT (-77.158676 40.319298)
873,GIANT PHARMACY-6446,4655 PERKIOMEN AVENUE,READING,PA,19606,Berks,0,0,0,0,1583,285,POINT (-75.862764 40.307474)
874,WMCHC-Highland Phys Fam Hlth Ctr,1839 Fair Avenue,Honesdale,Pennsylvania,18431,Wayne,0,0,0,27,596,70,POINT (-75.262507 41.589442)
875,GIANT PHARMACY-6105,350 SCARLET ROAD,KENNETT SQUARE,PA,19348,Chester,0,0,0,180,1432,987,POINT (-75.730009 39.840279)
876,Washington Hospital,155 Wilson Ave,Washington,Pennsylvania,15301,Washington,6,0,0,0,3,0,POINT (-80.247471 40.183244)
877,CHOP Care Network-Haverford,663 West Lancaster Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,0,498,348,POINT (-75.312764 40.018746)
878,VaxCare-Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,172,2494,POINT (-74.883012 40.163569)
879,Warren St Hosp Employee Hth,33 Main Dr.,Warren,Pennsylvania,16365,Warren,0,0,0,0,54,0,POINT (-79.145844 41.879396)
880,Apple Occup Med Srvs Worksite Med,510 Jamison Ave,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,1102,949,POINT (-80.25932 40.860097)
881,VaxCare-St Josephs Intnal Med,300 S Hickory St,Mount Carmel,Pennsylvania,17851,Northumberland,0,0,0,0,14,0,POINT (-76.410787 40.79377)
882,Hyndman Area Hth CtrJohnstwn,203 College Park Plaza,Johnstown,Pennsylvania,15904,Cambria,0,0,0,43,934,443,POINT (-78.8488 40.276966)
883,UPMC-Cole Pediatrics,1001 East 2nd Street,Coudersport,Pennsylvania,16915,Potter,0,0,0,0,43,0,POINT (-77.979741 41.770667)
884,Reading Pediatrics,40 Berkshire Court,Reading,Pennsylvania,19610,Berks,0,0,0,0,0,32,POINT (-75.975412 40.341454)
885,WILSONS PHARMACY,4101 PENN AVE,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,1884,735,POINT (-79.955101 40.46569)
886,Whitehall Pharmacy,4117 MAIN ST,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,19,866,1096,POINT (-75.52212 40.683991)
887,Tower Health-Reading Hospital,420 S 5th Avenue,Reading,Pennsylvania,19611,Berks,0,0,0,85,671,160,POINT (-75.948059 40.329863)
888,Village Family Medicine,93 West Devon Drive,Exton,Pennsylvania,19341,Chester,0,0,0,0,14,0,POINT (-75.666033 40.045025)
889,AFC Urgent Care Warrington,781 Easton Rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,800,270,0,POINT (-75.137276 40.233789)
890,Caring Com Hth Ctr Hazle Twp,426 Airport Road Beltway Commons,Hazleton,Pennsylvania,18202,Luzerne,0,0,0,0,11,336,
891,Wellspan Fam Med West Cornwall,101 Fairview Circle,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,1,314,0,POINT (-76.43445 40.281302)
892,Masland Associates,220 Wilson Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,49,289,0,POINT (-77.202904 40.198342)
893,AHN Pedi Pedi Alliance Greentree,969 Greentree Road,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,0,212,0,POINT (-80.046124 40.419391)
894,LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,37,4,0,POINT (-76.305303 40.046841)
895,Allergy and Asthma Specialists PC,470 Sentry Parkway East,Blue Bell,Pennsylvania,19422,Montgomery,0,0,0,101,23,308,POINT (-75.274591 40.132635)
896,LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,23,98,12,POINT (-76.314722 40.064649)
897,Geisinger Sys Svcs Pharm Distrib Ctr,212 Industrial Park Road,Elysburg,Pennsylvania,17824,Northumberland,0,0,0,3087,89,0,POINT (-76.569434 40.852282)
898,Cornerstone Care-Clairton,559 Miller Avenue,Clairton,PA,150251746,Allegheny,0,0,0,123,62,200,POINT (-79.883266 40.293136)
899,Cascade Restorative Med Arts Inc,240 West Main Street,Brookville,Pennsylvania,15825,Jefferson,0,0,0,0,4,10,POINT (-79.096395 41.162839)
900,WVU Med Fayette Phy Net Connellsvil,224 Memorial Blvd,Connellsville,Pennsylvania,15425,Fayette,0,0,0,0,187,0,POINT (-79.594121 40.023923)
901,Fam First Hlth Gettysburg Ctr,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,119,0,0,
902,Triangle Pharmacy,89 S Main St,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,2,202,0,POINT (-75.890378 41.157237)
903,Lycoming County SHC,1000 Commerce Park Drive,Williamsport,Pennsylvania,17701,Lycoming,17,0,0,267,24,254,POINT (-76.98434 41.246575)
904,VDI-Mainline Pharm Twp Davidsville,118 North Main Street,Davidsville,Pennsylvania,15928,Somerset,0,0,0,0,0,5357,POINT (-78.936009 40.227897)
905,Monroe County SHC,1972 West Main Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,25,100,POINT (-75.226481 40.981977)
906,GIANT PHARMACY-6422,4320 5TH STREET HWY,Temple,Pennsylvania,19560,Berks,0,0,0,75,1946,354,POINT (-75.927597 40.399666)
907,Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,0,0,0,58,175,36,POINT (-75.659331 40.021971)
908,GIANT PHARMACY-6316,1550 N MAIN ST,Dickson City,Pennsylvania,18447,Lackawanna,0,0,0,2,1584,0,POINT (-75.466629 41.662399)
909,GIANT PHARMACY-6517,168 N FLOWERS MILL ROAD,LANGHORNE,PA,19047,Bucks,0,0,0,88,1162,594,POINT (-74.907509 40.181649)
910,FPC Valley View Fam Prac Cnter,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,1,3,0,POINT (-76.520364 40.647776)
911,Wellspan Surgical and Rehab Hosp,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,12,180,0,POINT (-76.716773 39.923331)
912,Novus Adult Care Services,1565 Linden Street,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,0,76,0,POINT (-75.368632 40.635121)
913,Security Family Medicine LLC,1930 Security Drive,York,Pennsylvania,17402,York,0,0,0,16,23,0,POINT (-76.698939 39.912045)
914,Wellspan Fam and Sprts Med Cocalico,30 West Swartzville Road P.O. Box 515,Reinholds,Pennsylvania,17569,Lancaster,6,0,0,71,459,11,POINT (-76.079216 40.233916)
915,Horsham Pharmacy LLC,316 Horsham Road Suite E,Horsham,Pennsylvania,19044,Montgomery,24,0,0,1176,740,269,POINT (-75.135545 40.181869)
916,Steel City South Pediatrics,3911 Saw Mill Run Blvd,Pittsburgh,Pennsylvania,15227,Allegheny,0,32,0,495,6,381,POINT (-79.983249 40.368743)
917,Roadway Pharmacy,6858 Route 711,Seward,Pennsylvania,15954,Westmoreland,0,0,0,20,459,3,POINT (-79.02284 40.40609)
918,Cornerstone Coord Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,36,302,0,POINT (-76.231962 40.784825)
919,Brockie Pharmatech,209 N. Beaver St.,York,Pennsylvania,17401,York,0,0,0,62,670,177,POINT (-76.731104 39.964672)
920,CKHN CROZER KEYSTONE CTR FAM HLTH,1260 E  WOODLAND AVE,Springfield,Pennsylvania,19064,Delaware,0,0,0,12,11,18,POINT (-75.331244 39.911732)
921,WellSpan OB/GYN-Stonebridge,13515 WOLFE RD,New Freedom,Pennsylvania,17349,York,0,0,0,0,48,24,POINT (-76.662764 39.774247)
922,UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,4,0,POINT (-76.976697 40.284282)
923,Broad Top Area Medical Center,4133 Medical Center Drive P.O. Box 127,Broad Top,Pennsylvania,16621,Huntingdon,0,0,0,54,18,0,POINT (-78.133982 40.201015)
924,New Stanton Pharmacy,144 Post Avenue,New Stanton,Pennsylvania,15672,Westmoreland,0,0,0,0,17,28,POINT (-79.605641 40.216893)
925,LVPG Family Medicine-Blakeslee,5683 Route 115,Blakeslee,Pennsylvania,18610,Monroe,0,0,0,0,6,0,POINT (-75.59388 41.093847)
926,Smart Choice Pharmacy,1941 Street rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,390,0,POINT (-74.945723 40.096975)
927,Luzerne Cty Depart of Corrections,99 Water Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,103,23,POINT (-75.876306 41.254408)
928,SLUHHN-Bethlehem,801 OSTRUM ST Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,5,3,1,640,48,250,POINT (-75.392507 40.608697)
929,AFC Urgent Care Havertown,115 W. Eagle Rd,Havertown,Pennsylvania,19083,Delaware,0,0,0,249,1,1112,POINT (-75.314413 39.985529)
930,The Wright Cntr Child Srvice Cntr,335 South Franklin Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,26,0,POINT (-75.892822 41.241484)
931,WELLSPAN EPHRATA COMMUNITY HOSPITAL,PHARMACY DEPARTMENT 169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,35,1,0,276,116,0,
932,LGH-Family Medicine Strasburg,1135 Hampden Drive,Strasburg,Pennsylvania,17579,Lancaster,0,0,0,132,164,80,POINT (-76.190235 39.98477)
933,NEPA Community Health Care-Montrose,498 South Main Street,Montrose,Pennsylvania,18801,Susquehanna,12,0,0,155,173,80,POINT (-75.879066 41.832631)
934,Wellspan Fam Med Lake St,136 Lake Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,14,78,46,0,POINT (-76.177385 40.175802)
935,VDI-Vine Pharmacy,4375 Red Rock Road,Benton,PA,17814,Columbia,0,0,0,0,685,97,POINT (-76.379804 41.202857)
936,WellSpan Internal Med Freedom Way,2350 Freedom Way,York,PA,17402,York,0,0,0,2,85,0,POINT (-76.679304 39.934318)
937,Advocare Childrens Medic Assoc,1510 Chester Pike,Eddystone,Pennsylvania,19022,Delaware,0,0,0,0,250,0,POINT (-75.337073 39.863887)
938,WellSpan Family Medicine-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,2,3,0,POINT (-76.630695 39.996212)
939,Chambersburg Hosp Wellspan Summit,112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,6,101,0,POINT (-77.647451 39.934915)
940,AHN-SVMG Union City Family Practice,130 N Main Street,Union City,Pennsylvania,16438,Erie,0,0,0,12,16,0,POINT (-79.845037 41.906247)
941,Pagoda Pharmacy,600,Reading,Pennsylvania,19601,Berks,0,0,0,0,1154,380,
942,Warrington Rx Pharmacy,1335 Easton rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,300,0,0,POINT (-75.133533 40.249812)
943,Grove City Medical Center,631 NORTH BROAD STREET EXT.,Grove City,Pennsylvania,16127,Mercer,0,0,0,86,49,304,POINT (-80.083156 41.170709)
944,VDI-Mill Hall Pharmacy Inc,260 Main Street,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,389,1747,1212,POINT (-77.484734 41.103677)
945,Guthrie Robert Packer Hospital,One Guthrie Square,Sayre,Pennsylvania,18840,Bradford,0,0,0,298,54,1375,
946,Schuylkill County SHC,One Norwegian Plaza,Pottsville,Pennsylvania,17901,Schuylkill,0,0,0,30,0,45,
947,Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,0,1182,79,POINT (-75.225448 40.189257)
948,Lancaster EMS,1829 Lincoln Highway East,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,306,0,POINT (-76.254423 40.035338)
949,New Castle Pharmacy,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,75,0,0,POINT (-80.343873 40.987837)
950,Glendale Area Med Assoc Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,1,0,356,104,0,POINT (-78.535026 40.747725)
951,Aria Health-Bucks,380 N Oxford Valley Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,48,1170,3348,POINT (-74.870047 40.180141)
952,GIANT PHARMACY-6055,325 W  FREEDOM AVENUE,Burnham,Pennsylvania,17009,Mifflin,0,0,0,292,503,420,POINT (-77.575044 40.629038)
953,UPMC Jameson,1211 Wilmington Avenue Pharmacy Dept,New Castle,Pennsylvania,16105,Lawrence,5,0,0,15,129,185,POINT (-80.350989 41.013236)
954,Wellspan Fam Med Littlestown,300 West King Street,Littlestown,Pennsylvania,17340,Adams,0,0,16,27,91,0,POINT (-77.095707 39.742893)
955,FHP Pharmacy Services,550 Locust Street,Saint Michael,Pennsylvania,15951,Cambria,0,0,0,340,494,299,POINT (-78.755168 40.333292)
956,AHN-Allegheny General Hospital,320 East North Avenue,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,489,3448,100,POINT (-80.003138 40.456172)
957,Temple Fam Med Fort Washingt,515 Pennsylvania Avenue,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,37,400,POINT (-75.206327 40.134534)
958,Luzerne County SHC,142 Mundy St,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,95,1147,4,POINT (-75.854969 41.244517)
959,Johnsons  Pharmaceut Srvs W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,2,0,0,POINT (-79.936288 40.335236)
960,Reynolds Pharmacy,3676 N HERMITAGE RD,Transfer,Pennsylvania,16154,Mercer,0,0,0,619,448,230,POINT (-80.413328 41.331152)
961,Guthrie Clinic-Tunkhannock,512 Towne Plaza,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,9,368,12,POINT (-75.946633 41.538739)
962,Marcus Hook Pharmacy,46 E 10th Street,Marcus Hook,Pennsylvania,19061,Delaware,0,0,0,51,51,369,POINT (-75.415949 39.820349)
963,Bedford Family Wellness LLC,9589 Lincoln Highway,Bedford,Pennsylvania,15522,Bedford,0,0,0,0,14,0,POINT (-78.462862 40.019828)
964,Hyndman Area Health Center,144 5th Avenue PO Box 706,Hyndman,Pennsylvania,15545,Bedford,0,0,0,56,59,1544,POINT (-78.716933 39.817201)
965,Chambers Apothecary,278 Lincoln Way East,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,266,270,0,POINT (-77.657428 39.936982)
966,Wellspan Good Samaritan Hospital,252 S 4th Street,Lebanon,Pennsylvania,17042,Lebanon,3,2,0,74,816,378,POINT (-76.417336 40.335914)
967,York County SHC,1750 North George Street,York,Pennsylvania,174041807,York,0,0,0,0,103,100,POINT (-76.73544 39.985186)
968,UPMC-STEEL CITY INT MED ELWD,291 State Route 288,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,3,57,0,POINT (-80.258534 40.846374)
969,CHOP Care Network-Pottstown,1590 Medical Drive,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,141,517,414,POINT (-75.612906 40.239605)
970,Bensalem Pharmacy,2112 Street Road,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,244,5,POINT (-74.947868 40.099555)
971,Functnal Hth Ctr Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,0,2,0,POINT (-76.75007 40.229379)
972,Tri-County Pediatrics Southampton,729 Grove Ave,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,234,459,POINT (-75.045071 40.175966)
973,Astorino Family Pharmacy,1015 Buffalo street,Franklin,Pennsylvania,16323,Venango,0,14,0,85,534,1532,POINT (-79.827078 41.393508)
974,Pennyslvania Automated Services Inc,620 Lowry Ave,Jeannette,Pennsylvania,15644,Westmoreland,0,0,0,0,1486,127,POINT (-79.616401 40.320122)
975,Redstone Pharmacy,322 3rd St,California,Pennsylvania,15419,Washington,0,0,0,119,13,98,POINT (-79.890793 40.066566)
976,MacDonalds Pharmacy,214 Peach Orchard Road,Mc Connellsburg,Pennsylvania,17233,Fulton,0,0,0,203,69,40,POINT (-78.009023 39.937313)
977,UPMC-Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,31,251,0,POINT (-80.087825 42.133331)
978,VDI-Boalsburg Apothecary,3901 S Atherton St,State College,Pennsylvania,16801,Centre,0,0,0,460,22,0,POINT (-77.801278 40.781213)
979,UPMC-Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1008,226,0,
980,Yorke Pharmacy,5524 new falls road,Levittown,Pennsylvania,19056,Bucks,0,0,0,124,676,0,POINT (-74.871435 40.143256)
981,LGH-WALTER L. AUMENT FAMILY HC,317  Chestnut Street,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,0,34,0,POINT (-76.169728 39.892618)
982,Penn St Milton S Hershey Med Ctr,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,41,64,0,POINT (-76.674557 40.265932)
983,Adagio Health-Aliquippa,99 Autumn St,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,644,2882,789,POINT (-80.317248 40.63576)
984,My Kids Pediatric Partners PC,1102 Highway 315 Blvd,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,1556,0,
985,FPC-Herndon Family Practice Center,1244 State Route 225,Herndon,Pennsylvania,17830,Northumberland,0,0,0,3,72,0,POINT (-76.830521 40.666074)
986,WellSpan Fam Med Mercersburg,2 Keefer Drive,Mercersburg,Pennsylvania,17236,Franklin,0,0,0,0,100,0,POINT (-77.900017 39.839897)
987,Union County SHC,1610 Industrial Blvd.,Lewisburg,Pennsylvania,17837,Union,0,0,0,58,0,0,POINT (-76.903139 40.960266)
988,CMU Student Health Services,1060 Morewood Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,6,0,97,41,104,POINT (-79.942899 40.44489)
989,Genoa Healthcare 00144,119 WALNUT ST,Johnstown,Pennsylvania,15901,Cambria,0,0,0,126,84,198,POINT (-78.921142 40.327731)
990,Allentown Health Bureau,245 North 6th Street Alliance Hall,Allentown,Pennsylvania,18102,Lehigh,4,0,0,345,4505,431,
991,Lebanon Pharmacy,990 ISABEL DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,1463,3,POINT (-76.42347 40.315924)
992,Wellspan Family Medicine-Roosevelt Ave,1401 Roosevelt Avenue,York,PA,17404,York,0,0,0,11,0,0,POINT (-76.758734 39.97938)
993,Wellspan York Hospital,1001 S .George,York,Pennsylvania,17405,York,0,0,0,6,641,0,POINT (-76.720535 39.946668)
994,Adagio Health-Butler,323 Sunset Drive,Butler,Pennsylvania,16001,Butler,0,0,0,345,639,642,POINT (-79.916802 40.905931)
995,Select Specialty Hospital-Erie,252 West 11th Street,Erie,Pennsylvania,16501,Erie,0,0,0,13,2,0,POINT (-80.087573 42.122469)
996,Aspire Health Concepts Inc,49 Prince Street,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,793,100,0,POINT (-76.810502 40.302354)
997,PHN-Altoona Community Health Center,1701 12th Avenue Altoona,Altoona,Pennsylvania,16601,Blair,0,0,0,0,116,0,POINT (-78.408041 40.512811)
998,AHN AC IM Murrysville Internal Med,4262 Old William Penn Highway,Murrysville,PA,15668,Westmoreland,0,0,0,0,16,0,POINT (-79.684924 40.42794)
999,Kindred Hospital Phila-Havertown,2000 Old West Chester Pike,Havertown,Pennsylvania,19083,Delaware,0,2,0,179,78,0,POINT (-75.334436 39.975738)
1000,GIANT PHARMACY-6535,10000 SHANNONDELL DRIVE,AUDUBON,PA,19403,Montgomery,0,0,0,15,19,210,POINT (-75.410741 40.132428)
1001,Alberts Pharmacy,201 S. Main Street,Pittston,Pennsylvania,18640,Luzerne,0,0,0,54,1944,1804,POINT (-75.79384 41.318462)
1002,UPMC-CCP-Franklin Pk,119 VIP Drive,Wexford,Pennsylvania,15090,Allegheny,0,0,0,0,161,0,POINT (-80.093773 40.619998)
1003,Clarks Summit State Hospital,1451 Hillside Drive,Clarks Summit,Pennsylvania,18411,Lackawanna,0,0,0,18,144,0,POINT (-75.739461 41.481137)
1004,Darlings Sugar Grove Hlthmrt Pharm,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,0,643,24,POINT (-79.341241 41.982825)
1005,Wellspan Fam and Ped Med-Rothsville,2320 Rothsville Rd,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,475,96,POINT (-76.240425 40.15229)
1006,Pediatric Associates of Kingston,451 3rd Avenue Suite 1,Kingston,Pennsylvania,18704,Luzerne,0,0,0,185,370,704,POINT (-75.881813 41.259751)
1007,Vanguard PA,3222 Phoenixville Pike CrewCare,Malvern,Pennsylvania,19355,Chester,0,0,0,0,4,0,POINT (-75.547573 40.075067)
1008,Barclay M Wilson DO,130 South Front Street,Milton,Pennsylvania,17847,Northumberland,0,0,0,13,0,0,POINT (-76.856069 41.018111)
1009,The Clinic,143 Church Street,Phoenixville,Pennsylvania,19460,Chester,0,0,0,41,4,0,POINT (-75.512689 40.133255)
1010,Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,357,0,POINT (-77.493632 40.064845)
1011,Keith Sadel MD Internl Med LLC,715 Cherry Ln 2nd floor,Southampton,Pennsylvania,18966,Bucks,0,0,0,40,329,27,POINT (-75.041593 40.173599)
1012,Loysville Youth Development Center,10 Opportunity Drive,Loysville,Pennsylvania,17047,Perry,0,0,0,0,33,385,POINT (-77.347314 40.3688)
1013,Wellspan Fam Med Plymouth Rd,1010 PLYMOUTH RD,York,Pennsylvania,17402,York,0,0,0,0,143,0,POINT (-76.666351 39.959724)
1014,MOUNT NITTANY MEDICAL CENTER,PHARMACY DEPT 1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,0,14,0,77,9,6,
1015,AHN AC FM Allegheny Twp Med Assoc,62 Greenbriar Drive,Leechburg,Pennsylvania,15656,Armstrong,0,0,0,92,138,0,POINT (-79.613127 40.610929)
1016,Bedford County SHC,130 Vondersmith Avenue,Bedford,Pennsylvania,15522,Bedford,0,0,0,0,0,50,POINT (-78.506828 40.016477)
1017,Bellefonte Medical Clinic,Bellefonte Medical Clinic 527 Willowbank Street,Bellefonte,Pennsylvania,16823,Centre,0,0,0,73,37,120,
1018,LaCons Pharmacy,1336 Powell Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,7,208,323,POINT (-75.336115 40.12397)
1019,Sheehans Pharmacy,79 E. Carey Street,Plains,Pennsylvania,18705,Luzerne,0,0,0,573,151,453,POINT (-75.847586 41.2745)
1020,Healthy Measures LLC,1260 Valley Forge Rd.,Phoenixville,Pennsylvania,19460,Chester,0,0,0,0,0,20,POINT (-75.486077 40.116411)
1021,Darlings Oil City Pharmacy,811 Grandview Rd Ste 200,Oil City,Pennsylvania,16301,Venango,0,0,0,0,295,0,POINT (-79.688285 41.441355)
1022,CHOP Care Network-Chadds Ford,1766 Wilmington Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,0,1711,0,POINT (-75.544689 39.873551)
1023,WellSpan OB/GYN-Dover,3992 Carlisle Road,Dover,PA,17315,York,0,0,0,24,74,0,POINT (-76.8422 39.992892)
1024,Lackawanna County SHC,100 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,24,102,34,POINT (-75.670697 41.410333)
1025,Monvale Primary Care-Belle Vernon,800 Plaza Drive,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,11,0,POINT (-79.811385 40.188018)
1026,Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,Carbon,0,0,0,0,1180,1010,POINT (-75.726297 40.881741)
1027,Oil City Dialysis Center LLC,6945 US Route 322,Oil City,Pennsylvania,16319,Venango,0,0,0,7,0,0,
1028,SCI-Camp Hill,2500 LISBURN ROAD,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,49,0,POINT (-76.924054 40.217149)
1029,Danville State Hospital,50 Kirkbride Drive,Danville,Pennsylvania,17821,Montour,0,0,0,85,0,20,POINT (-76.596428 40.948537)
1030,The Hometown Pharmacy-Greensburg,730 E. Pittsburgh St,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,156,0,POINT (-79.527622 40.302481)
1031,CHOP Care Network-Coatesville,495 Highlands Blvd,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,1038,0,POINT (-75.867419 39.991878)
1032,M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,154,484,POINT (-76.426968 40.330669)
1033,Genoa Healthcare-00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,31,52,0,POINT (-80.254028 40.171386)
1034,Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,41,0,
1035,GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD,WILKES BARRE,PENNSYLVANIA,18711,Luzerne,2,1,0,135,304,818,POINT (-75.811717 41.256997)
1036,PHN Greenville Com Hlth Ctr,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,0,67,0,POINT (-80.378736 41.408391)
1037,Peter E McNeil MD,240 S. hickory Street,Mount Carmel,Pennsylvania,17851,Northumberland,0,0,0,0,12,10,POINT (-76.41092 40.794217)
