Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Fulton County Medical Center,Fulton County Medical Center 214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,0,0,275,42,706,
John Manubay MD LLC,4400 Penn Ave,Sinking Spring,Pennsylvania,19608,Berks,0,79,0,96,15,640,POINT (-76.031461 40.326174)
PHN-Petroleum Valley Medical Center,296 Church Street,Petrolia,Pennsylvania,16050,Butler,0,0,0,5,203,0,POINT (-79.717555 41.021174)
Monroe County SHC,1972 West Main Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,25,100,POINT (-75.226481 40.981977)
Guthrie Clinic Wellsboro,110 Plaza Lane,Wellsboro,Pennsylvania,16901,Tioga,10,0,0,19,1497,24,POINT (-77.28173 41.744144)
LGHP Manor Ridge Fam Med Downtwn,701 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,15,0,POINT (-76.30574 40.049158)
CKHN CROZER KEYSTONE CTR FAM HLTH,1260 E  WOODLAND AVE,Springfield,Pennsylvania,19064,Delaware,0,0,0,28,113,18,POINT (-75.331244 39.911732)
FPC Valley View Fam Prac Cnter,105 W Main Street,Valley View,Pennsylvania,17983,Schuylkill,0,0,0,1,3,0,POINT (-76.520364 40.647776)
Pediatric Med Ctr LV Easton,50 South 18th Street,Easton,Pennsylvania,18042,Northampton,0,0,0,69,93,0,POINT (-75.236709 40.689057)
CHOP Primary Care Collegeville,3770 Ridge Pike,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,6,699,920,POINT (-75.435163 40.175112)
Novus Adult Care Services,1565 Linden Street,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,0,76,0,POINT (-75.368632 40.635121)
Adagio Health-Indiana,1097 Oak Street,Indiana,Pennsylvania,15701,Indiana,0,0,0,156,1199,721,POINT (-79.16038 40.62578)
Health Services Pharmacy,1201 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,149,6,85,POINT (-76.983322 41.260631)
Valley Discount Pharmacy,324 N 7th St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,153,41,1880,POINT (-75.473844 40.606793)
Panda Bear Pediatrics-2nd Avenue,409 2nd Avenue,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,1612,0,POINT (-75.454627 40.179819)
UPMC-Bedford Memorial,10455 Lincoln Highway,Everett,Pennsylvania,15537,Bedford,0,0,0,35,0,0,POINT (-78.433349 40.024728)
GIANT PHARMACY-6074,3015 W EMAUS AVE,Allentown,Pennsylvania,18103,Lehigh,0,0,0,43,2054,0,POINT (-75.481719 40.55774)
Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,20,13,245,POINT (-79.000134 40.960155)
UPMC CCP Monroeville Pedia Assoc,4075 Monroeville Blvd.,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,420,0,POINT (-79.768134 40.435017)
Healthy Measures LLC,1260 Valley Forge Rd.,Phoenixville,Pennsylvania,19460,Chester,0,0,0,92,0,416,POINT (-75.486077 40.116411)
PHN Lewistown Comm Hlth Ctr,106 Derry Heights Blvd,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,8,236,154,
UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,4,0,POINT (-76.976697 40.284282)
AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,HELLERTOWN,PA,18055,Northampton,0,6,0,1,2739,515,POINT (-75.339414 40.562859)
MLHC Int Med Assoc Del Co Springfld,965 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,97,0,0,POINT (-75.340572 39.914861)
GIANT PHARMACY-6509,737 HUNTINGDON PIKE,HUNTINGDON VALLEY,PA,19006,Montgomery,0,0,0,0,3180,0,POINT (-75.093708 40.086465)
LVPG Family Medicine-Blakeslee,5683 Route 115,Blakeslee,Pennsylvania,18610,Monroe,0,0,0,0,6,0,POINT (-75.59388 41.093847)
We Care Pediatrics,404 Middletown Blvd Penns Square,Langhorne,Pennsylvania,19047,Bucks,0,0,0,0,2278,1416,
Luzerne Cty Depart of Corrections,99 Water Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,103,23,POINT (-75.876306 41.254408)
Hyndman Area Health Center,144 5th Avenue PO Box 706,Hyndman,Pennsylvania,15545,Bedford,0,0,0,112,461,1544,POINT (-78.716933 39.817201)
Minnichs Pharmacy,976 S. George St,York,Pennsylvania,17403,York,0,254,0,5384,24,899,POINT (-76.720984 39.947453)
Adams and Bright Drugs LLC,306 State St,Hamburg,Pennsylvania,19526,Berks,0,0,0,0,264,0,POINT (-75.983719 40.554984)
Valley Care Pharmacy,940 Jefferson Ave.,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,6,1837,906,POINT (-75.651505 41.415151)
Norland Avenue Pharmacy,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,1,0,44,1705,49,POINT (-77.634763 39.943292)
AHN AC IM Prim Cre Prof Southpointe,"400 Southpointe Blvd, Plaza I",Canonsburg,PA,15317,Washington,0,0,0,1,424,174,
WELLSPAN EPHRATA COMMUNITY HOSPITAL,PHARMACY DEPARTMENT 169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,35,1,0,276,116,0,
DCI-Parks Bend,1143 Industrial Park Road,Vandergrift,Pennsylvania,15690,Westmoreland,0,0,0,7,40,0,POINT (-79.577731 40.630498)
Hilltop Pharmacy,818 E. Warrington Ave,Pittsburgh,Pennsylvania,15210,Allegheny,0,0,0,0,3457,3687,POINT (-79.992935 40.421802)
UPMC-SMFHC-Bloomfield Garfield,5475 Penn Avenue,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,13,2486,419,POINT (-79.933383 40.464444)
Guthrie Robert Packer Hospital,One Guthrie Square,Sayre,Pennsylvania,18840,Bradford,0,0,0,456,366,1763,
WellSpan Family Medicine-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,2,3,0,POINT (-76.630695 39.996212)
Chambersburg Hosp Wellspan Summit,112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,6,101,0,POINT (-77.647451 39.934915)
Healthy Starts Pediatrics,845 Sir Thomas Court,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,54,132,10,POINT (-76.821203 40.282194)
Pagoda Pharmacy,600,Reading,Pennsylvania,19601,Berks,0,0,0,0,1154,380,
UPMC-Annville Fam Medicine,1251 East Main Street,Annville,Pennsylvania,17003,Lebanon,0,0,0,4,3,0,POINT (-76.491971 40.334427)
Sheffield Pharmacy,27 S. Main St.,Sheffield,Pennsylvania,16347,Warren,0,0,0,100,645,39,POINT (-79.034312 41.702686)
Cooks Pharmacy of Kingston,777 wyoming ave,Kingston,Pennsylvania,18704,Luzerne,0,0,0,18,1094,21,POINT (-75.883808 41.274065)
Suburban Community Hospital,2701 dekalb pk,Norristown,Pennsylvania,19401,Montgomery,0,0,0,4,596,0,POINT (-75.31519 40.139061)
Schuylkill County SHC,One Norwegian Plaza,Pottsville,Pennsylvania,17901,Schuylkill,0,0,0,30,0,45,
Lancaster EMS,1829 Lincoln Highway East,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,306,0,POINT (-76.254423 40.035338)
New Castle Pharmacy,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,75,0,0,POINT (-80.343873 40.987837)
Harrolds Pharmacy,250 Old River Road,Wilkes Barre,Pennsylvania,18702,Luzerne,1,10,0,1431,87,1086,POINT (-75.907849 41.241791)
Aria Health-Bucks,380 N Oxford Valley Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,48,1170,3348,POINT (-74.870047 40.180141)
PH-Penn Highlands Brookville,100 Hospital Road,Brookville,Pennsylvania,15825,Jefferson,0,0,0,40,0,0,POINT (-79.092884 41.156473)
ELFHCC-E Liberty Fam Hlth Care Ctr,6023 HARVARD ST,Pittsburgh,Pennsylvania,15206,Allegheny,3,0,0,332,6,10,POINT (-79.923188 40.462774)
LGHP-Family Medicine Oxford,620 Spear St,Oxford,Pennsylvania,19363,Chester,0,0,0,4,146,0,POINT (-75.971587 39.783594)
Spartansburg Medical Center,132 Mechanic Street PO Box 211,Spartansburg,Pennsylvania,16434,Crawford,0,0,0,74,789,555,POINT (-79.687348 41.823333)
Temple Fam Med Fort Washingt,515 Pennsylvania Avenue,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,37,400,POINT (-75.206327 40.134534)
Johnsons  Pharmaceut Srvs W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,2,0,0,POINT (-79.936288 40.335236)
Reynolds Pharmacy,3676 N HERMITAGE RD,Transfer,Pennsylvania,16154,Mercer,0,0,0,619,448,230,POINT (-80.413328 41.331152)
Everest Urgnt Cre Upper Darby Loc,6787 Market St,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,33,118,1329,POINT (-75.256117 39.96217)
Bedford Family Wellness LLC,9589 Lincoln Highway,Bedford,Pennsylvania,15522,Bedford,0,0,0,0,14,0,POINT (-78.462862 40.019828)
Quality Care Pharmacys,1 Sprint Drive,Carlisle,Pennsylvania,17015,Cumberland,0,0,0,783,698,0,POINT (-77.22017 40.180011)
York County SHC,1750 North George Street,York,Pennsylvania,174041807,York,0,0,0,0,103,100,POINT (-76.73544 39.985186)
Sellersville Pharmacy,218 south main st,Sellersville,Pennsylvania,18960,Bucks,0,0,0,0,1095,0,POINT (-75.305971 40.354552)
Compr Hlh Srvs Lehigh Vlly,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,10,156,0,
Zavod King Bartlett Pediatrics,100 Church Road,Ardmore (Part-Delaware),Pennsylvania,19003,Delaware,0,0,0,0,773,0,POINT (-75.284071 40.006186)
Bensalem Pharmacy,2112 Street Road,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,244,5,POINT (-74.947868 40.099555)
Functnal Hth Ctr Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,0,2,0,POINT (-76.75007 40.229379)
Abington Health Childrens Clinic,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,106,0,POINT (-75.268366 40.250467)
Adagio Health-Edinboro,118 E. Plum Street,Edinboro,Pennsylvania,16412,Erie,0,0,0,0,1467,557,POINT (-80.129538 41.875503)
Nemours DuPont Ped Collegeville,100 Campus Drive,Collegeville,Pennsylvania,19426,Montgomery,10,10,0,120,1262,210,POINT (-75.467711 40.158904)
WMCHC-HAMLIN FAMILY HEALTH CENTER,543 Easton Turnpike,Lake Ariel,Pennsylvania,18436,Wayne,0,0,0,199,108,190,POINT (-75.398003 41.400846)
George M Kosco III DO and Assoc PC,2801 Old Post Rd,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,95,22,91,POINT (-76.851092 40.330311)
GIANT PHARMACY-6484,1605 LITITZ PIKE,LANCASTER,PA,17601,Lancaster,0,0,0,15,2083,276,POINT (-76.307281 40.067666)
PMA-Pediatrics Irwin,4044 Route 130,Irwin,Pennsylvania,15642,Westmoreland,0,0,0,84,0,0,POINT (-79.685294 40.374338)
Mercer County SHC,25 McQuiston Drive,Jackson Center,Pennsylvania,16133,Mercer,0,0,0,5,0,140,POINT (-80.162334 41.265054)
Lititz Apothecary,100 E Main St,Lititz,Pennsylvania,17543,Lancaster,0,0,0,28,0,823,POINT (-76.304183 40.156715)
UPMC-Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,31,251,0,POINT (-80.087825 42.133331)
WEST END FAMILY HEALTH CENTER,415 NEPTUNE ST,Pittsburgh,Pennsylvania,15220,Allegheny,0,0,0,0,181,29,POINT (-80.033301 40.440612)
AHOLD USA-GIANT PHARMACY-6287,1000 SCOTT TOWN CENTER,BLOOMSBURG,PA,17815,Columbia,4,0,0,1889,237,550,POINT (-76.435938 41.005763)
UPMC-Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1008,226,0,
UPMC CCP Spring Grove,22 Roth Church Rd,Spring Grove,Pennsylvania,17362,York,0,0,0,44,518,48,POINT (-76.864591 39.88402)
Penn St Milton S Hershey Med Ctr,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,41,64,0,POINT (-76.674557 40.265932)
Cranberry Internal Medicine Mars,6998 Crider Rd,Mars,Pennsylvania,16046,Butler,0,0,0,0,119,0,POINT (-80.040814 40.697465)
Esposito Medical Associates LTD,599 North Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,0,391,0,POINT (-79.544698 40.161317)
WellSpan Fam Med Mercersburg,2 Keefer Drive,Mercersburg,Pennsylvania,17236,Franklin,0,0,0,0,100,0,POINT (-77.900017 39.839897)
Union County SHC,1610 Industrial Blvd.,Lewisburg,Pennsylvania,17837,Union,0,0,0,58,0,0,POINT (-76.903139 40.960266)
Pharmacy of Norristown,420 W. Marshall Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,169,0,706,POINT (-75.3484 40.119712)
SLPG-Monroe Family Practice,1581 North 9th Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,9,234,0,POINT (-75.250872 40.995017)
The Medicine Shoppe-Wilkes Barre,100 Hazle Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,816,0,POINT (-75.891346 41.238396)
MLHC-Primary Care in Wynnewood,306 E Lancaster Avenue,Wynnewood,PA,19096,Montgomery,0,0,0,0,73,0,POINT (-75.265316 39.993375)
Berlin Pharmacy,413 Broadway Street,Berlin,Pennsylvania,15530,Somerset,0,0,0,10,206,0,POINT (-78.960905 39.921936)
Wellspan Family Medicine-Roosevelt Ave,1401 Roosevelt Avenue,York,PA,17404,York,0,0,0,11,0,0,POINT (-76.758734 39.97938)
Wellspan Ped Medic Shrewsbry,15 Constitution Ave,Shrewsbury,Pennsylvania,17361,York,0,0,0,6,26,120,POINT (-76.678617 39.753377)
PHN Schuylkill Comm Hlth Ctr,210 Sunbury Street,Minersville,Pennsylvania,17954,Schuylkill,0,0,0,21,244,0,POINT (-76.261033 40.691062)
Wellness Family Pharmacy,3250 Chichester ave,Boothwyn,Pennsylvania,19061,Delaware,0,0,0,0,11411,204,POINT (-75.442314 39.836868)
GIANT PHARMACY-6513,1925 NORRISTOWN ROAD,MAPLE GLEN,PA,19002,Montgomery,0,0,0,125,989,765,POINT (-75.181902 40.179139)
Alberts Pharmacy,201 S. Main Street,Pittston,Pennsylvania,18640,Luzerne,0,0,0,313,1998,2224,POINT (-75.79384 41.318462)
Liya Galooshian MD PC,425 N 21st St,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,10,196,52,POINT (-76.923073 40.250111)
GIANT PHARMACY-6052,993 WAYNE AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,0,0,102,1406,40,POINT (-77.653154 39.914057)
GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,FAIRLESS HILLS,PA,19030,Bucks,0,0,0,4,2302,78,POINT (-74.85226 40.171296)
MNPG Philipsburg,1061 North Front Street,Philipsburg,Pennsylvania,16866,Centre,0,0,0,0,545,6,POINT (-78.2328 40.904092)
GIANT PHARMACY-6301,3477 LINCOLN HIGHWAY,THORNDALE,PA,19372,Chester,0,0,0,0,903,0,POINT (-75.754185 39.994643)
MLHC-Primary Care in Concordville,1020 Baltimore Pike,Glen Mills,PA,19342,Delaware,0,0,0,63,25,0,POINT (-75.538144 39.882943)
Tower Hlth Med Group Ped Wyomissing,2101 State Hill Road,Wyomissing,Pennsylvania,19610,Berks,0,0,0,0,1089,0,POINT (-75.978159 40.339247)
AHN-AC PRIME MED GROUP JEFFERSON,1200 Brooks Lane,Clairton,Pennsylvania,15025,Allegheny,0,0,1,211,10,0,POINT (-79.93876 40.315481)
Dushore Pharmacy,218 S. German St. PO BOX 314,Dushore,Pennsylvania,18614,Sullivan,0,0,0,135,819,510,POINT (-76.401747 41.522866)
GIANT PHARMACY-6324,4001 NEW FALLS RD,LEVITTOWN,PA,19056,Bucks,0,0,0,42,2344,84,POINT (-74.886105 40.133238)
Nemours DuPont Ped Concordvil,1020 Baltimore Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,53,939,342,POINT (-75.538144 39.882943)
Millcreek Manor Pharmacy,5535 Peach St,Erie,Pennsylvania,16509,Erie,0,0,0,1292,3647,1749,POINT (-80.093535 42.073055)
CHS ChesPenn Hlth Srvs Coatesvile,744 East Lincoln Highway,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,945,120,POINT (-75.809318 39.985511)
UPMC-Presbyterian,G119 Presbyterian 200 Lothrop Street,Pittsburgh,Pennsylvania,15213,Allegheny,2,0,0,5213,129,5155,
UPMC-Mercy Hospital of Pittsburgh,1400 Locust Street,Pittsburgh,Pennsylvania,15219,Allegheny,14,6,0,370,4184,191,POINT (-79.985623 40.436831)
AHOLD USA-GIANT PHARMACY-6485,789 East Main Street,Mount Joy,PA,17552,Lancaster,0,0,0,25,501,0,POINT (-76.484796 40.109335)
Barclay M Wilson DO,130 South Front Street,Milton,Pennsylvania,17847,Northumberland,0,0,0,13,0,0,POINT (-76.856069 41.018111)
Nurses Unite for Change and Equity,3439 Verner Street,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,35,1233,1173,POINT (-75.293999 39.943496)
VDI-Park Avenue Pharmacy Inc,220 Park Ave,Chambersburg,Pennsylvania,17201,Franklin,17,0,0,709,2714,0,POINT (-77.647661 39.94807)
The Clinic,143 Church Street,Phoenixville,Pennsylvania,19460,Chester,0,0,0,41,4,0,POINT (-75.512689 40.133255)
Loysville Youth Development Center,10 Opportunity Drive,Loysville,Pennsylvania,17047,Perry,0,0,0,0,33,385,POINT (-77.347314 40.3688)
Lincoln University-Health Services,1570 Baltimore Pike Wellness Center,Lincoln University,Pennsylvania,19352,Chester,0,0,0,19,0,9,
MOUNT NITTANY MEDICAL CENTER,PHARMACY DEPT 1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,0,14,0,77,9,6,
Allentown Health Bureau,Alliance Hall 245 North 6th Street,Allentown,Pennsylvania,18102,Lehigh,4,0,0,718,5936,431,
Bedford County SHC,130 Vondersmith Avenue,Bedford,Pennsylvania,15522,Bedford,0,0,0,0,0,50,POINT (-78.506828 40.016477)
Bellefonte Medical Clinic,Bellefonte Medical Clinic 527 Willowbank Street,Bellefonte,Pennsylvania,16823,Centre,0,0,0,73,37,120,
GIANT PHARMACY-6046,2721 STREET ROAD,BENSALEM,PA,19020,Bucks,0,6,0,151,1999,1159,POINT (-74.953274 40.110554)
GIANT PHARMACY-6463,173 HOLLY ROAD,GILBERTSVILLE,PA,19525,Montgomery,0,0,0,294,1778,14,POINT (-75.620261 40.334647)
VDI-Sloans Norlanco Pharmacy,428 Cloverleaf Road,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,7,0,0,POINT (-76.563377 40.133799)
Bryn Mawr Pediatrics,600 Haverford Road,Haverford (Part-Delaware),Pennsylvania,19041,Delaware,0,0,0,0,531,0,POINT (-75.314263 40.009607)
PHN Shamokin Comm Hlth Ctr,531 North Franklin Street,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,4,294,0,POINT (-76.550305 40.791462)
AHN-AC IM PRMA 5375 WLM FL,5375 WILLIAM FLYNN HWY,Gibsonia,Pennsylvania,15044,Allegheny,0,0,0,2,365,0,POINT (-79.944502 40.62001)
Pike County State Health Center,10 Buist Road,Milford,Pennsylvania,18337,Pike,0,0,0,24,44,0,POINT (-74.833275 41.334232)
Integrated Med Grp PC Green Hills,1903 Morgantown Road,Reading,Pennsylvania,19607,Berks,0,0,0,11,361,0,POINT (-75.923714 40.281153)
EAST NORRITON PHARMACY,215 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,28,5235,1208,POINT (-75.323482 40.146344)
PPCP-Austin Purighalla,1050 Bower Hill Road,Pittsburgh,Pennsylvania,15243,Allegheny,0,0,0,0,231,24,POINT (-80.06688 40.376831)
Susquehanna Wellness Clinic,28944 Frenchville Karthaus Hwy,Frenchville,Pennsylvania,16836,Clearfield,0,0,0,114,153,49,POINT (-78.218718 41.102641)
Monvale Primary Care-Belle Vernon,800 Plaza Drive,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,11,0,POINT (-79.811385 40.188018)
WILKINSBURG FAMILY HEALTH CENTER,807 WALLACE AVE,Pittsburgh,Pennsylvania,15221,Allegheny,0,0,0,1,284,0,POINT (-79.881292 40.443465)
Oil City Dialysis Center LLC,6945 US Route 322,Oil City,Pennsylvania,16319,Venango,0,0,0,7,0,0,
Quality Pharmacy Retail,164 Medical Center Rd,Chicora,Pennsylvania,16025,Butler,0,0,0,0,1594,875,POINT (-79.749293 40.940075)
Conemaugh Memorial Medical Center,1086 FRANKLIN STREET PHARMACY DEPARTMENT,Johnstown,Pennsylvania,15905,Cambria,42,7,0,129,1703,0,POINT (-78.918607 40.304994)
LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,5,0,207,2142,165,POINT (-75.295264 40.66533)
The Hometown Pharmacy-Greensburg,730 E. Pittsburgh St,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,156,0,POINT (-79.527622 40.302481)
AHOLD USA-GIANT PHARMACY 6448,180 UPLAND SQ DR,STOWE,PA,19464,Montgomery,14,0,0,647,1172,132,POINT (-75.653143 40.26761)
Advocate Pharmacy,535 S BROAD ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,256,0,POINT (-75.290342 40.234888)
Vanguard PA,3222 Phoenixville Pike CrewCare,Malvern,Pennsylvania,19355,Chester,0,0,0,0,151,80,POINT (-75.547573 40.075067)
M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,154,484,POINT (-76.426968 40.330669)
Genoa Healthcare-00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,31,52,0,POINT (-80.254028 40.171386)
Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,41,0,
GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD,WILKES BARRE,PENNSYLVANIA,18711,Luzerne,2,1,0,135,304,818,POINT (-75.811717 41.256997)
Darlings Oil City Pharmacy,811 Grandview Rd Ste 200,Oil City,Pennsylvania,16301,Venango,0,0,0,0,457,0,POINT (-79.6883 41.441352)
Childrens HealthCare,1517 Pond Road,Allentown,Pennsylvania,18104,Lehigh,0,0,0,124,4105,72,POINT (-75.53877 40.61135)
UPMC/HC Pharmacy,3175 East Carson Street,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,0,4000,POINT (-79.962158 40.423829)
CENTERVILLE CLINICS-FAIRCHANCE,93 N Morgantown Road,Fairchance,Pennsylvania,15436,Fayette,0,0,0,12,470,0,POINT (-79.753382 39.826272)
Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,0,1673,749,POINT (-75.681293 41.384806)
SLUHN-Anderson Campus Hospital,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,19,5,0,152,61,0,
SCI-Albion,10745 Route 18,Albion,Pennsylvania,16475,Erie,1,0,0,0,815,250,POINT (-80.368242 41.878157)
University of Pittsburgh,4041 Fifth Avenue 3719 Terrace Street,Pittsburgh,Pennsylvania,15213,Allegheny,9,29,4,1260,733,1790,
SLPG Com Hlth Fam Prac Bethleh,2830 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,96,643,912,POINT (-75.342758 40.64667)
UPMC-FALK PHARMACY MTM,3601 Fifth Avenue Suite 211,Pittsburgh,Pennsylvania,15213,Allegheny,23,0,0,687,237,0,POINT (-79.959098 40.441328)
Pediatric Care Speclsts-Alum Bank,121 Rolling Acres Drive,Alum Bank,Pennsylvania,15521,Bedford,0,0,0,0,75,0,POINT (-78.606921 40.176507)
CHOP Care Network-Drexel Hill,2100 Keystone Avenue,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,0,3217,114,POINT (-75.283905 39.954835)
UPMC-INT MED ASSOC CRNBRY,20130 PERRY HIGHWAY,CRANBERRY TWP,PA,160665119,Butler,0,0,0,0,437,59,
WHS-Lakeside Primary Care,1001 Waterdam Plaza Drive,McMurray,PA,15317,Washington,0,0,0,22,0,0,POINT (-80.134238 40.263296)
Certo Dental,2940 Concord Rd,Aston,Pennsylvania,19014,Delaware,0,0,0,0,19,0,POINT (-75.412931 39.86132)
East Suburban Pedi Murrysville,4262 Old William Penn Highway,Murrysville,Pennsylvania,15668,Westmoreland,0,0,0,13,989,4,POINT (-79.684924 40.42794)
Saint John Vianney Center,151 Woodbine Road,Downingtown,Pennsylvania,19335,Chester,0,0,0,10,0,0,POINT (-75.685535 40.011175)
The Medicine Shoppe Oakmont,215 Allegheny ave,Oakmont,Pennsylvania,15139,Allegheny,0,0,0,28,0,0,POINT (-79.843549 40.514374)
AHN AC IM WPC Internl Medi Ligonier,1869 Route 30,Ligonier,PA,156589239,Westmoreland,0,0,0,0,0,5,POINT (-79.229688 40.236676)
Select Specialty Hosp Alle Kiski,1301 Carlisle St.,Natrona Heights,Pennsylvania,15065,Allegheny,0,0,0,79,9,0,POINT (-79.736016 40.617813)
Giant Eagle Pharmacy-9,State Routes 30 & 66,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,17,236,0,
FalconER Urgent Care Cranberry Twp,1241 Freedom Rd,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,479,440,0,POINT (-80.117265 40.6823)
GIANT PHARMACY-6018,760 ROUTE 113,SOUDERTON,PA,18964,Montgomery,0,0,0,103,2214,0,POINT (-75.306284 40.319285)
Superior Care Pharmacy Incorporated,518 Burke Bypass,Olyphant,Pennsylvania,18447,Lackawanna,0,0,0,140,4396,1183,POINT (-75.596869 41.470483)
Everest Urgent Care-City of Chester,2600 W 9th St Unit E1,Chester,Pennsylvania,19013,Delaware,0,0,0,21,820,4180,POINT (-75.393423 39.837076)
UPMC-Kane Community Hospital,4372 Rt 6,Kane,Pennsylvania,16735,McKean,6,0,0,21,56,252,POINT (-78.731025 41.673401)
WellSpan OB/GYN -Tri Hill,1693 S Queen St,York,Pennsylvania,17403,York,0,0,0,24,259,0,POINT (-76.705231 39.942774)
Brundages Waymart Pharmacy,238 Belmont Street,Waymart,Pennsylvania,18472,Wayne,0,1,0,828,42,554,POINT (-75.408282 41.582294)
AHN AC FM Allegheny Twp Med Assoc,62 Greenbriar Drive,Leechburg,Pennsylvania,15656,Armstrong,0,0,0,92,375,0,POINT (-79.613127 40.610929)
Family Pharmacy of Archbald,1 KENNEDY PLAZA 4 KELLY STREET,Archbald,Pennsylvania,18403,Lackawanna,0,0,0,11,57,393,
Hanover Family Practice-Penn,111 Penn Street,Hanover,Pennsylvania,17331,York,0,0,0,0,331,0,POINT (-76.980167 39.808654)
FPC-Millersburg Fam Prac Center,100 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,101,0,POINT (-76.962413 40.534461)
