,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
885,Tower Health-Int Med Muhlenberg THMG,4201 Kutztown Road,Temple,Pennsylvania,19560,Berks,0,0,0,0,52,72,POINT (-75.919216 40.399147)
886,Masland Associates,220 Wilson Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,75,538,0,POINT (-77.202904 40.198342)
887,Liberty Dialysis-Hopewell,400 Corporation Drive,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,27,1,POINT (-80.271315 40.560721)
888,PSH St Joseph Medical Center,2500 BERNVILLE RD PHARMACY,Reading,Pennsylvania,19605,Berks,1,11,0,693,62,0,POINT (-75.977886 40.37679)
889,Con Hth LLC dba Con Hth,12620 Perry Highway First Floor,Wexford,Pennsylvania,15090,Allegheny,0,0,0,10,272,1353,POINT (-80.063756 40.638402)
890,Symbria Rx Great Lakes South LLC,307 23rd street ext.,Pittsburgh,Pennsylvania,15215,Allegheny,0,0,0,778,114,1475,POINT (-79.910306 40.495179)
891,Uniontown Hospital,500 West Berkeley Street,Uniontown,Pennsylvania,15401,Fayette,5,0,0,614,0,1607,POINT (-79.737546 39.901938)
892,JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,7,144,268,POINT (-78.011507 40.49342)
893,Wellspan Fam and Sprts Med Cocalico,30 West Swartzville Road P.O. Box 515,Reinholds,Pennsylvania,17569,Lancaster,6,0,0,71,463,11,POINT (-76.079216 40.233916)
894,East End Family Health Center,745 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,57,225,0,POINT (-79.926429 40.471273)
895,WellSpan Family Medicine Chanceford,10 Muddy Creek Forks Road,Brogue,Pennsylvania,17309,York,0,0,0,0,432,0,POINT (-76.4848 39.871314)
896,VaxCare-St Josephs Intnal Med,300 S Hickory St,Mount Carmel,Pennsylvania,17851,Northumberland,0,0,0,0,14,0,POINT (-76.410787 40.79377)
897,LGH-NOVARA HEALTH,605 RICHMOND SQAURE DR,Lancaster,Pennsylvania,17604,Lancaster,0,0,0,10,2,0,POINT (-76.334102 40.106096)
898,AHN Bloomfield Primary Care,4747 Liberty Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,25,23,0,POINT (-79.948531 40.461406)
899,EasyRx at Holy Redeemer Hosp,1648 Huntingdon Pike,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,20,124,1020,POINT (-75.081101 40.108944)
900,Grove City Medical Center,631 NORTH BROAD STREET EXT.,Grove City,Pennsylvania,16127,Mercer,0,0,0,121,49,358,POINT (-80.08326 41.170947)
901,Minnichs Pharmacy,976 S. George St,York,Pennsylvania,17403,York,0,238,0,4188,15,695,POINT (-76.720984 39.947453)
902,John Manubay MD LLC,4400 Penn Ave,Sinking Spring,Pennsylvania,19608,Berks,0,79,0,57,12,640,POINT (-76.031461 40.326174)
903,AHN Ped Ped Ally Northlnd McKnight,4721 McKnight Road,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,0,5,0,POINT (-80.00488 40.518464)
904,Integrated Med Grp PC Green Hills,1903 Morgantown Road,Reading,Pennsylvania,19607,Berks,0,0,0,11,356,0,POINT (-75.923714 40.281153)
905,Armstrong County Memorial Hospital,1 NOLTE DR,Kittanning,Pennsylvania,16201,Armstrong,47,10,0,365,631,1453,POINT (-79.562335 40.812095)
906,Spartan Pharmacy,3526 BROWNSVILLE ROAD,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,0,715,659,POINT (-79.975565 40.374217)
907,LGH-East Petersburg Family Medicine,5665 Main Street,East Petersburg,Pennsylvania,175201513,Lancaster,0,0,0,12,11,25,POINT (-76.351625 40.095252)
908,AHN AC IM Washing Internal Medic,400 LOCUST AVE,Washington,Pennsylvania,15301,Washington,0,0,0,222,104,0,POINT (-80.242362 40.181357)
909,Geisinger Bloomsburg Hospital,549 Fair Street,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,15,208,55,POINT (-76.45324 41.00839)
910,AHN-AC FM FPMAS BETHEL,990 Higbee Drivie,Bethel Park,Pennsylvania,15102,Allegheny,0,0,0,0,59,0,
911,Ped Assoc of Kingston Pittston,1081 Oak Street,Pittston,Pennsylvania,18640,Luzerne,0,0,0,0,200,0,POINT (-75.771197 41.308131)
912,Hyndman Area Health Center,144 5th Avenue PO Box 706,Hyndman,Pennsylvania,15545,Bedford,0,0,0,78,145,1544,POINT (-78.716933 39.817201)
913,PSH Holy Spirit Medical Center,503 North 21st Street Pharmacy Department,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,36,115,152,POINT (-76.923876 40.252521)
914,AHN-Allegheny Valley Hospital,1301 Carlisle Street,Natrona Heights,Pennsylvania,15065,Allegheny,7,0,0,733,269,80,POINT (-79.736016 40.617813)
915,Cornerstone Pharmacy,41 Easton Rd,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,60,467,0,POINT (-75.116463 40.142368)
916,Green Street Primary Care,2000 Green Street,Farrell,Pennsylvania,16121,Mercer,0,0,0,2,9,0,POINT (-80.471792 41.209942)
917,UPMC CCP S Hills Ped Assoc Jffersn,1925 Route 51 South,Clairton,Pennsylvania,15025,Allegheny,0,204,0,0,162,12,POINT (-79.913123 40.290443)
918,Bethlehem Health Bureau,10 East Church Street,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,0,0,50,433,1267,POINT (-75.37845 40.618703)
919,AHN AC IM Bnacorsi Brwn Johsn Monre,2550 Mosside Boulevard,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,13,0,POINT (-79.753081 40.427159)
920,Spartansburg Medical Center,132 Mechanic Street PO Box 211,Spartansburg,Pennsylvania,16434,Crawford,0,0,0,74,309,555,POINT (-79.687348 41.823333)
921,Cornerstone Coord Health Care LLC,40 West Frack Street,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,62,302,0,POINT (-76.231962 40.784825)
922,Tri-County Pediatrics Southampton,729 Grove Avenue,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,777,459,POINT (-75.045071 40.175966)
923,NCS Pharmacy,100 E Main St,Lititz,Pennsylvania,17543,Lancaster,0,0,0,2012,15,2005,POINT (-76.304188 40.156715)
924,KRHC-Ridgway Medical Center,49 Ridgmont Dr,Ridgway,Pennsylvania,15853,Elk,0,0,0,316,140,265,POINT (-78.743436 41.434856)
925,VDI-Mill Hall Pharmacy Inc,260 Main Street,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,389,1948,1212,POINT (-77.484734 41.103677)
926,FPC Montoursville Fam Prac Cntr,1500 Broad St,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,0,98,0,POINT (-76.900042 41.246108)
927,AHN-SVMG Elk Valley Medical Center,Elk Valley Medical Center 5165 Imperial Parkway,Girard,Pennsylvania,16417,Erie,0,0,0,0,25,0,
928,LVPG Family Medicine-Mountain Top,237 South Mountain Blvd,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,3,40,0,POINT (-75.899122 41.145358)
929,CHS ChesPenn Hlth Srvs Upper Darby,5 S STATE RD,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,72,185,50,POINT (-75.270527 39.963687)
930,Centerville Clinics-Fredericktown,1070 Old National Pike Rd,Fredericktown,Pennsylvania,15333,Washington,1,0,0,332,368,50,POINT (-79.985626 40.047336)
931,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,2295,680,POINT (-79.957735 40.321833)
932,Lords Valley Village Pharmacy Inc,658 Rt 739,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,0,0,13,812,85,POINT (-75.048911 41.349716)
933,UPMC-EPN Primary Care West,1101 Peninsula Drive,Erie,Pennsylvania,16505,Erie,0,0,0,7,2,0,POINT (-80.14641 42.101157)
934,PHN-Latrobe Health Center,529 Lloyd Ave,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,2,160,0,POINT (-79.39295 40.308944)
935,Wilkes Barre Municipal Hlth Dept,Kirby Health Center 71 North Franklin Street,Wilkes Barre,Pennsylvania,18701,Luzerne,0,0,0,6,228,97,
936,VaxCare-Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,172,2494,POINT (-74.883012 40.163569)
937,Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,341,393,35,POINT (-75.612074 40.243957)
938,VDI-Brown Pharmacy Troy,63 Canton Street,Troy,Pennsylvania,16947,Bradford,0,9,0,58,5,48,POINT (-76.792119 41.77575)
939,AHN-SVMG Elk Valley Medical Center,5165 Imperial Parkway Elk Valley Medical Center,Girard,Pennsylvania,16417,Erie,0,0,0,0,25,0,
940,SCI-Greene,169 Progress Dr.,Waynesburg,Pennsylvania,15370,Greene,0,0,0,0,66,160,POINT (-80.136864 39.902359)
941,Grane Supply Inc West Chester,550 E Union St,West Chester,Pennsylvania,19382,Chester,0,0,0,364,261,2560,POINT (-75.593667 39.960911)
942,Caring Com Hth Ctr Hazle Twp,426 Airport Road Beltway Commons,Hazleton,Pennsylvania,18202,Luzerne,0,0,0,0,11,336,
943,Oak Valley Medical and Dental PC,103 New Meadow Run Dr,Farmington,Pennsylvania,15437,Fayette,0,17,0,49,0,0,
944,Pediatric Healthcare Associates,615 6th Avenue,Altoona,Pennsylvania,16602,Blair,0,0,0,0,14,0,POINT (-78.391463 40.517603)
945,Whitman Pharmacy,4950 YORK RD,Holicong,Pennsylvania,18928,Bucks,0,0,0,0,86,861,POINT (-75.053823 40.329877)
946,Adagio Health-Mobile Unit,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,14,0,0,662,0,619,POINT (-79.703532 41.381847)
947,UPMC-SH Fam Med Montoursville,900 Plaza Drive,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,832,448,597,POINT (-76.913694 41.246677)
948,Centerville Clinics-Washington,37 HIGHLAND AVE,Washington,Pennsylvania,15301,Washington,10,0,0,66,844,0,POINT (-80.24489 40.174633)
949,Warren St Hosp Employee Hth,33 Main Dr.,Warren,Pennsylvania,16365,Warren,0,0,0,0,58,0,POINT (-79.145844 41.879396)
950,Erie County Prison,1618 Ash Street,Erie,Pennsylvania,16503,Erie,0,0,0,15,31,375,POINT (-80.065336 42.124186)
951,HlthDirect Instnal Pharm Svcs 145,23 West INDUSTRIAL BLVD,Paoli,Pennsylvania,19301,Chester,0,0,0,52,0,40,POINT (-75.50232 40.04627)
952,VDI-See Right Pharmacy,2647 N 6th St,Harrisburg,Pennsylvania,17110,Dauphin,0,12,0,217,35,0,POINT (-76.894574 40.289837)
953,Martin Drugs Incorporated,627 S. Chester Road,Swarthmore,Pennsylvania,19081,Delaware,0,0,0,4,47,476,POINT (-75.3536 39.890695)
954,Meadowbrook Pediatrics,1650 Huntingdon Pike,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,0,41,0,POINT (-75.079676 40.109423)
955,VDI Northern Bedford Pharmacy,3499 Brumbaugh Rd,New Enterprise,Pennsylvania,16664,Bedford,0,0,0,69,206,0,POINT (-78.417164 40.16967)
956,Yough Valley Pharmacy,511 Williams Street,Confluence,PA,15424,Somerset,0,0,0,0,164,0,POINT (-79.356877 39.811686)
957,CHOP Care Network-Pottstown,1590 Medical Drive,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,141,517,414,POINT (-75.612906 40.239605)
958,VDI-Birdsboro Pharmacy,200 W First Street,Birdsboro,Pennsylvania,19508,Berks,0,0,0,46,595,0,POINT (-75.808762 40.263465)
959,Brockie Pharmatech,209 N. Beaver St.,York,Pennsylvania,17401,York,0,0,0,314,670,177,POINT (-76.731104 39.964672)
960,Valley Care Pharmacy,940 Jefferson Ave.,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,6,1059,906,POINT (-75.651505 41.415151)
961,WILSONS PHARMACY,4101 PENN AVE,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,0,1884,735,POINT (-79.955101 40.46569)
962,Adams and Bright Drugs LLC,306 State St,Hamburg,Pennsylvania,19526,Berks,0,0,0,0,127,0,POINT (-75.983719 40.554984)
963,Abraxas Leadership Dev Program,10058 South Mountain Road PO Box 354,South Mountain,Pennsylvania,17261,Franklin,0,0,0,28,1,352,
964,Pennyslvania Automated Services Inc,620 Lowry Ave,Jeannette,Pennsylvania,15644,Westmoreland,0,0,0,0,1546,127,POINT (-79.616401 40.320122)
965,The Wright Cntr Child Srvice Cntr,335 South Franklin Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,26,0,POINT (-75.892822 41.241484)
966,Reading Pediatrics,40 Berkshire Court,Reading,Pennsylvania,19610,Berks,0,0,0,0,0,32,POINT (-75.975412 40.341454)
967,Apple Occup Med Srvs Worksite Med,510 Jamison Ave,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,1102,949,POINT (-80.25932 40.860097)
968,Tower Health-Reading Hospital,420 S 5th Avenue,Reading,Pennsylvania,19611,Berks,0,0,0,85,671,160,POINT (-75.948059 40.329863)
969,Excela Health Frick Hospital,508 South Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,24,35,2790,POINT (-79.548217 40.146369)
970,UPMC-Cole Pediatrics,1001 East 2nd Street,Coudersport,Pennsylvania,16915,Potter,0,0,0,0,43,0,POINT (-77.979741 41.770667)
971,Valley Discount Pharmacy,324 N 7th St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,153,41,1880,POINT (-75.473844 40.606793)
972,Passport Health,1432 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,1096,232,0,POINT (-75.132893 40.253949)
973,The Wright Center-Mid Valley,5 South Washington Avenue,Jermyn,Pennsylvania,18433,Lackawanna,0,0,0,105,1339,0,POINT (-75.547511 41.516304)
974,PHN-Clarion Community Health Center,30 Pinnacle Drive,Clarion,Pennsylvania,16214,Clarion,0,0,0,34,195,0,
975,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,ALTOONA,PA,16602,Blair,0,0,0,118,1377,0,POINT (-78.339608 40.562859)
976,Abington Jefferson Health,1200 Old York Road,Abington,Pennsylvania,19001,Montgomery,5,6,0,1367,281,2437,POINT (-75.119351 40.119002)
977,Village Family Medicine,93 West Devon Drive,Exton,Pennsylvania,19341,Chester,0,0,0,0,14,0,POINT (-75.666033 40.045025)
978,LGHP Manor Ridge Fam Med Downtwn,701 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,15,0,POINT (-76.30574 40.049158)
979,Alberts Pharmacy,201 S. Main Street,Pittston,Pennsylvania,18640,Luzerne,0,0,0,54,1944,1804,POINT (-75.79384 41.318462)
980,Allergy and Asthma Specialists PC,470 Sentry Parkway East,Blue Bell,Pennsylvania,19422,Montgomery,0,0,0,101,23,308,POINT (-75.274591 40.132635)
981,WELLSPAN EPHRATA COMMUNITY HOSPITAL,PHARMACY DEPARTMENT 169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,35,1,0,276,116,0,
982,AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,PLYMOUTH MEETING,PA,19462,Montgomery,0,0,0,4,2221,0,POINT (-75.292319 40.101773)
983,CKHN CROZER KEYSTONE CTR FAM HLTH,1260 E  WOODLAND AVE,Springfield,Pennsylvania,19064,Delaware,0,0,0,28,113,18,POINT (-75.331244 39.911732)
984,UPMC CCP Healthquest Pedia Hampton,4490 Mt Royal Blvd,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,697,412,POINT (-79.952144 40.583847)
985,AHN Peds Ped Alliance Allegh,490 East North Street Allegheny Medical Professional Bldg,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,329,21,
986,FPC Loysville Fam Prac Cntr,1100 Montour Road,Loysville,Pennsylvania,17047,Perry,14,0,0,44,245,0,POINT (-77.339507 40.364217)
987,GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,Chester,0,0,0,81,1872,916,POINT (-75.875122 39.824105)
988,Rehab at Shannondell,5000 Shannondell Drive,Audubon,Pennsylvania,19403,Montgomery,0,0,0,0,40,1756,
989,Main Line Health-Lankenau Medical Center,100 E LANCASTER AVE Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,71,41,0,POINT (-75.265557 39.993575)
990,PH-Penn Highlands Clearfield,809 Turnpike Avenue,Clearfield,Pennsylvania,16830,Clearfield,0,0,0,142,0,417,POINT (-78.449999 41.033012)
991,Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,41,0,
992,UPMC CCP S Hills Ped Assoc Brentwod,4411 Stilley Road 1st Floor,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,337,26,32,POINT (-79.982348 40.361266)
993,Luzerne County SHC,142 Mundy St,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,102,1214,4,POINT (-75.854969 41.244517)
994,Medmart Pharmacy,2618 Memorial Blvd Ste A,Connellsville,Pennsylvania,15425,Fayette,0,0,0,2,111,79,POINT (-79.562552 40.059374)
995,Harrolds Pharmacy,250 Old River Road,Wilkes Barre,Pennsylvania,18702,Luzerne,1,10,0,497,56,1086,POINT (-75.907849 41.241791)
996,LONG LANE DISC PHARM UPPER DARBY,434 LONG LANE,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,29,355,0,POINT (-75.261615 39.949687)
997,Crnerstn Cre Prim Cre Ctr Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,23,178,0,POINT (-80.060411 39.734598)
998,AHOLD USA-GIANT PHARMACY-6088,450 E MAIN ST,Middletown,Pennsylvania,17057,Dauphin,12,0,0,722,898,256,POINT (-76.722801 40.201252)
999,PH-Penn Highlands Brookville,100 Hospital Road,Brookville,Pennsylvania,15825,Jefferson,0,0,0,40,0,0,POINT (-79.092884 41.156473)
1000,UPMC-Clarion Community Med,22681 Route 68,Clarion,Pennsylvania,162144019,Clarion,0,0,0,40,68,0,POINT (-79.392048 41.195131)
1001,VDI-Keller and Munro Pharmacy,127 East Church St,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,0,1724,0,POINT (-77.444974 41.135987)
1002,PH-Penn Highlands Elk,763 Johnsonburg Rd,Saint Marys,Pennsylvania,15857,Elk,0,0,3,46,6,0,POINT (-78.576487 41.426298)
1003,Susquehanna County SHC,157 Spruce Street,Montrose,Pennsylvania,18801,Susquehanna,0,0,0,11,4,0,POINT (-75.878225 41.83569)
1004,New Stanton Pharmacy,144 Post Avenue,New Stanton,Pennsylvania,15672,Westmoreland,0,0,0,0,17,28,POINT (-79.605641 40.216893)
1005,Novus Adult Care Services,1565 Linden Street,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,0,76,0,POINT (-75.368632 40.635121)
1006,UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,4,0,POINT (-76.976697 40.284282)
1007,VDI-Wileys Pharmacy Lancaster,903 NISSLEY RD,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,109,0,POINT (-76.396925 40.066678)
1008,VDI-Wileys Pharmacy Of Millersville,507 LEAMAN AVENUE,Millersville,PA,17551,Lancaster,0,0,0,17,0,31,POINT (-76.35354 40.012447)
1009,St Lukes Allentown Campus,1736 HAMILTON BLVD Inpatient Pharmacy - 2nd Floor,Allentown,Pennsylvania,18104,Lehigh,0,1,0,83,31,2505,
1010,Rx Xpress Pharmacy,111 Mill Street Grove City,Grove City,Pennsylvania,16127,Mercer,0,0,0,1056,1251,846,POINT (-80.089092 41.161407)
1011,AHN-AC IM Primary Care Northside,490 E. North Avenue Allegheny Professional Building,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,0,312,18,POINT (-80.001733 40.456392)
1012,Monroe County SHC,1972 West Main Street,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,25,100,POINT (-75.226481 40.981977)
1013,Cooks Pharmacy of Kingston,777 wyoming ave,Kingston,Pennsylvania,18704,Luzerne,0,0,0,18,662,21,POINT (-75.883808 41.274065)
1014,Giant Pharmacy-6284,1824 RIDGE PK,ROYERSFORD,PA,19468,Montgomery,0,0,0,59,1292,117,POINT (-75.495909 40.212554)
1015,Health Services Pharmacy,1201 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,149,6,85,POINT (-76.983322 41.260631)
1016,Chambersburg Hosp Wellspan Summit,112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,6,101,0,POINT (-77.647451 39.934915)
1017,AHOLD USA-GIANT PHARMACY-6083,539 N OAK AVENUE,ALDAN,PA,19018,Delaware,0,0,0,42,1158,0,POINT (-75.305801 39.932791)
1018,Cornerstone Care Ped Ctr-Waynesburg,236 Elm Drive,Waynesburg,Pennsylvania,15370,Greene,0,0,0,98,89,90,POINT (-80.148343 39.89702)
1019,New Castle Pharmacy,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,75,0,0,POINT (-80.343873 40.987837)
1020,Zephyr Pharmacy,1618 Schadt Ave,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,0,20,132,POINT (-75.491074 40.641623)
1021,Wellspan Ped Med Red Lion,3059 Windsor Road,Red Lion,Pennsylvania,17356,York,0,0,1,2,275,24,POINT (-76.580377 39.902672)
1022,UPMC-SH Fam Med Loyalsock,1205 Grampian Blvd,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,1060,364,POINT (-76.982211 41.260617)
1023,LVPG Family Medicine-Blakeslee,5683 Route 115,Blakeslee,Pennsylvania,18610,Monroe,0,0,0,0,6,0,POINT (-75.59388 41.093847)
1024,Compr Hlh Srvs Lehigh Vlly,1627 Chew St 3rd Floor Green Elevator,Allentown,Pennsylvania,18102,Lehigh,0,0,0,10,156,0,
1025,Security Family Medicine LLC,1930 Security Drive,York,Pennsylvania,17402,York,0,0,0,35,23,0,POINT (-76.698939 39.912045)
1026,Advocare Childrens Medic Assoc,1510 Chester Pike,Eddystone,Pennsylvania,19022,Delaware,0,0,0,0,250,0,POINT (-75.337073 39.863887)
1027,UPMC-Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,31,251,0,POINT (-80.087825 42.133331)
1028,AHN-Allegheny General Hospital,320 East North Avenue,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,489,3448,100,POINT (-80.003138 40.456172)
1029,UPMC-Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1008,226,0,
1030,Aria Health-Bucks,380 N Oxford Valley Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,48,1170,3348,POINT (-74.870047 40.180141)
1031,Johnsons  Pharmaceut Srvs W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,2,0,0,POINT (-79.936288 40.335236)
1032,George M Kosco III DO and Assoc PC,2801 Old Post Rd,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,95,22,91,POINT (-76.851092 40.330311)
1033,WellSpan Family Medicine-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,2,3,0,POINT (-76.630695 39.996212)
1034,AHN AC FM Allegheny Twp Med Assoc,62 Greenbriar Drive,Leechburg,Pennsylvania,15656,Armstrong,0,0,0,92,138,0,POINT (-79.613127 40.610929)
1035,Adagio Health-Aliquippa,99 Autumn St,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,1778,2948,879,POINT (-80.317248 40.63576)
1036,Hyde Drug Store,2412 Wilmington Rd,New Castle,Pennsylvania,16105,Lawrence,0,0,0,11,669,0,POINT (-80.353728 41.026117)
1037,AHOLD USA-GIANT PHARMACY-6081,70 S LOCUST ST,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,75,2033,0,POINT (-75.981659 40.95324)
1038,Lower Bucks Hospital,501 Bath Road,Bristol,Pennsylvania,19007,Bucks,0,0,0,0,514,310,POINT (-74.86462 40.104048)
1039,Custom Care Pharmacy-Milton-Retail,57 S. Front St.,Milton,Pennsylvania,17847,Northumberland,0,0,0,147,1185,83,POINT (-76.855706 41.019034)
1040,Tower Health-Phoenixville Hospital,140 Nutt Road,Phoenixville,Pennsylvania,19460,Chester,0,0,0,0,36,0,POINT (-75.538076 40.133396)
1041,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,213,607,49,POINT (-76.362954 40.046823)
1042,Lycoming County SHC,1000 Commerce Park Drive,Williamsport,Pennsylvania,17701,Lycoming,17,0,0,302,146,254,POINT (-76.98434 41.246575)
1043,Bensalem Pharmacy,2112 Street Road,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,244,5,POINT (-74.947868 40.099555)
1044,M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,154,484,POINT (-76.426968 40.330669)
1045,Genoa Healthcare 00144,119 WALNUT ST,Johnstown,Pennsylvania,15901,Cambria,0,0,0,126,84,198,POINT (-78.921142 40.327731)
1046,Woods Service,10 Meadowood Dr,Langhorne,Pennsylvania,19047,Bucks,20,24,0,76,121,354,POINT (-74.912823 40.169763)
1047,Ashlex Inc DBAThe Med Shoppe 1435,1770 Pine Hollow Rd,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,0,73,0,POINT (-80.10127 40.47643)
1048,Family Health Associates-Apple Hill,25 Monument Rd,York,Pennsylvania,17403,York,0,0,0,1305,29,0,POINT (-76.716233 39.923562)
1049,Lebanon Pharmacy,990 ISABEL DR,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,2183,3,POINT (-76.42347 40.315924)
1050,Passport Health,847 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,1096,232,0,POINT (-75.13659 40.237388)
1051,Hth Direct Instnal Pharm Srvs146,590 Coal St,Lehighton,Pennsylvania,18235,Carbon,0,0,0,106,23,8,POINT (-75.71757 40.836536)
1052,Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,367,0,POINT (-77.494038 40.064507)
1053,Willow Grve Hlth Cntr-Montgom Cnty,102 York Road,Willow Grove,Pennsylvania,19090,Montgomery,18,0,0,730,35,2943,POINT (-75.114773 40.14315)
1054,AFC Urgent Care Havertown,115 W. Eagle Rd,Havertown,Pennsylvania,19083,Delaware,0,0,0,249,1,1112,POINT (-75.314413 39.985529)
1055,Penns Valley Pharmacy,4576 Penns Valley Road,Spring Mills,Pennsylvania,16875,Centre,0,0,0,0,239,0,POINT (-77.526197 40.877546)
1056,Wellspan Fam and Ped Med-Rothsville,2320 Rothsville Rd,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,515,96,POINT (-76.240425 40.15229)
1057,Functnal Hth Ctr Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,0,2,0,POINT (-76.75007 40.229379)
1058,VDI-Kevins Shop n Save Pharmacy,799 Castle Shannon Blvd,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,30,2262,50,POINT (-80.028375 40.368323)
1059,AHN St Vincent Family Med Center,311 West 24th Street,Erie,Pennsylvania,16502,Erie,0,0,0,145,250,120,POINT (-80.081412 42.111187)
