Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Lawrenceville Laurel Health Center,32 East Lawrence Road,Lawrenceville,Pennsylvania,16929,Tioga,0,0,0,0,252,33,POINT (-77.035276 41.990534)
Centerville Clinics-Charleroi,200 Chamber Plaza Charleroi Medical and Dental,Charleroi,Pennsylvania,15022,Washington,0,0,0,30,812,0,POINT (-79.897663 40.140493)
The Hometown Pharmacy-Greensburg,730 E. Pittsburgh St,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,156,0,POINT (-79.527622 40.302481)
Springfield Pharmacy,1154 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,11,3033,661,POINT (-75.346745 39.913764)
Advocate Pharmacy,535 S BROAD ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,256,0,POINT (-75.290342 40.234888)
Vanguard PA,3222 Phoenixville Pike CrewCare,Malvern,Pennsylvania,19355,Chester,0,0,0,0,151,80,POINT (-75.547573 40.075067)
M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,154,484,POINT (-76.426968 40.330669)
Genoa Healthcare-00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,31,52,0,POINT (-80.254028 40.171386)
Keystone Urgent Care,111 Chambers Hill Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,4,41,0,
GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD,WILKES BARRE,PENNSYLVANIA,18711,Luzerne,2,1,0,135,304,818,POINT (-75.811717 41.256997)
Darlings Oil City Pharmacy,811 Grandview Rd Ste 200,Oil City,Pennsylvania,16301,Venango,0,0,0,0,457,0,POINT (-79.6883 41.441352)
Luzerne County SHC,142 Mundy St,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,154,1573,8,POINT (-75.854969 41.244517)
Harrolds Pharmacy,250 Old River Road,Wilkes Barre,Pennsylvania,18702,Luzerne,1,10,0,1431,193,1426,POINT (-75.907849 41.241791)
Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,0,1673,749,POINT (-75.681293 41.384806)
SLUHN-Anderson Campus Hospital,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,19,5,0,152,61,0,
SCI-Albion,10745 Route 18,Albion,Pennsylvania,16475,Erie,1,0,0,0,815,250,POINT (-80.368242 41.878157)
SLUHN - Anderson Campus,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,0,0,0,6,29,0,
SLPG Com Hlth Fam Prac Bethleh,2830 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,96,643,912,POINT (-75.342758 40.64667)
Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,Pennsylvania,17740,Lycoming,0,0,0,119,237,501,POINT (-77.26821 41.201674)
LGH-Abbeyville Family Medicine,101 Abbeyville Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,20,858,56,POINT (-76.335502 40.035576)
Pediatric Care Speclsts-Alum Bank,121 Rolling Acres Drive,Alum Bank,Pennsylvania,15521,Bedford,0,0,0,0,75,0,POINT (-78.606921 40.176507)
UPMC-SUPERIOR FAMILY MEDICINE,135 Allegheny Ave 2nd floor,Oakmont,Pennsylvania,15139,Allegheny,6,0,0,33,133,0,POINT (-79.843716 40.513038)
Cooks Pharmacy of Kingston,777 wyoming ave,Kingston,Pennsylvania,18704,Luzerne,0,0,0,18,1157,21,POINT (-75.883808 41.274065)
WHS-Lakeside Primary Care,1001 Waterdam Plaza Drive,McMurray,PA,15317,Washington,0,0,0,22,0,0,POINT (-80.134238 40.263296)
SHREE ANJANEYA LLC,801 W MAIN ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,25,3508,864,POINT (-75.292861 40.24705)
St Clair Hospital,St. Clair Hospital 1000 Bower Hill Rd,Pittsburgh,Pennsylvania,15243,Allegheny,2,0,0,40,1652,1608,
Saint John Vianney Center,151 Woodbine Road,Downingtown,Pennsylvania,19335,Chester,0,0,0,10,0,0,POINT (-75.685535 40.011175)
Pediatric Associates of Kingston,451 3rd Avenue Suite 1,Kingston,Pennsylvania,18704,Luzerne,0,0,0,185,2309,3013,POINT (-75.881813 41.259751)
The Medicine Shoppe Oakmont,215 Allegheny ave,Oakmont,Pennsylvania,15139,Allegheny,0,0,0,28,0,0,POINT (-79.843549 40.514374)
AHN AC IM WPC Internl Medi Ligonier,1869 Route 30,Ligonier,PA,156589239,Westmoreland,0,0,0,0,0,5,POINT (-79.229688 40.236676)
Crozer-Chester Medical Center,1 Medical Center Blvd Department of Pharmacy,Upland,Pennsylvania,19013,Delaware,5,0,0,89,110,8337,POINT (-75.369731 39.855635)
Giant Eagle Pharmacy-9,State Routes 30 & 66,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,17,236,0,
VDI-Williams Valley Pharmacy,226 East Grand Avenue,Tower City,PA,17980,Schuylkill,0,0,0,645,1641,4230,POINT (-76.556397 40.58863)
GIANT PHARMACY-6443,925 NORLAND AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,1,0,13,774,0,POINT (-77.6307 39.940982)
River Valley Health and Dental Center,431 Hepburn Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,786,0,POINT (-77.006927 41.241406)
AHN-Forbes Family Medicine,2550 Mosside Blvd 5th FL,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,4,744,215,POINT (-79.753081 40.427159)
UPMC CCP S Hills Ped Assoc Brentwod,4411 Stilley Road 1st Floor,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,1326,108,140,POINT (-79.982348 40.361266)
UPMC-Kane Community Hospital,4372 Rt 6,Kane,Pennsylvania,16735,McKean,6,0,0,21,56,252,POINT (-78.731025 41.673401)
CHOP Primary Care Doylestown,318-B N Main S,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,2957,10,
Brundages Waymart Pharmacy,238 Belmont Street,Waymart,Pennsylvania,18472,Wayne,0,1,0,828,42,554,POINT (-75.408282 41.582294)
St Lukes Upper Bucks Campus,3000 St Lukes Dr,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,97,0,
Family Pharmacy of Archbald,1 KENNEDY PLAZA 4 KELLY STREET,Archbald,Pennsylvania,18403,Lackawanna,0,0,0,11,57,393,
Hanover Family Practice-Penn,111 Penn Street,Hanover,Pennsylvania,17331,York,0,0,0,0,331,0,POINT (-76.980167 39.808654)
FPC-Millersburg Fam Prac Center,100 1st St,Millersburg,Pennsylvania,17061,Dauphin,0,0,0,0,101,0,POINT (-76.962413 40.534461)
Joseph Lamantia DO PC,1690 Saltsburg Avenue,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,115,0,POINT (-79.172871 40.611386)
Abington Health Childrens Clinic,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,0,136,40,POINT (-75.268366 40.250467)
Passport Health,1432 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,1096,267,488,POINT (-75.132893 40.253949)
AHN-SVMG Elk Valley Medical Center,Elk Valley Medical Center 5165 Imperial Parkway,Girard,Pennsylvania,16417,Erie,0,0,0,0,150,0,
Masland Associates,220 Wilson Street,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,75,689,0,POINT (-77.202904 40.198342)
Lewistown Community Health Center,106 Derry Heights Blvd,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,23,0,
Patient Care Pharmacy,422 S Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,334,15,1269,POINT (-76.3018 40.034179)
Wellspan Gettysburg Hospital Pharmacy,PHARMACY 147 GETTYS STREET,GETTYSBURG,PENNSYLVANIA,17325,Adams,0,0,0,29,0,0,
Horsham Pharmacy LLC,316 Horsham Road Suite E,Horsham,Pennsylvania,19044,Montgomery,30,0,0,3217,763,269,POINT (-75.135545 40.181869)
Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,Jefferson,0,0,0,1115,4495,1945,POINT (-79.098359 41.175762)
Keystone Agricul Wrker Prog Read.,1981 State Hill Rd,Reading,Pennsylvania,19610,Berks,0,0,0,7,118,40,POINT (-75.975474 40.338785)
Ctral Bucks Fam Prac PC Doylestwn,252 W Swamp Rd,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,49,0,POINT (-75.137638 40.333097)
Tower Health-Gateway Fam Med,1020 Grings Hill Road,Reading,Pennsylvania,19608,Berks,12,0,55,2,217,72,POINT (-76.007806 40.291687)
Aston Pharmacy Home Health Center,10 Scheivert Ave,Aston,Pennsylvania,19014,Delaware,1,0,0,1,0,0,POINT (-75.41769 39.8643)
Heritage Valley Hlth Sys Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,30,269,32,POINT (-80.178759 40.54352)
Union Community Care,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,5,2305,823,POINT (-76.309448 40.043134)
Bucks County HD Levittown  Office,7321 New Falls Rd,Levittown,Pennsylvania,19055,Bucks,0,0,0,15,0,0,POINT (-74.852848 40.156355)
GIANT PHARMACY-6324,4001 NEW FALLS RD,LEVITTOWN,PA,19056,Bucks,0,0,0,42,2497,324,POINT (-74.886105 40.133238)
FME Fam Med Evangelical Miffbrg,101 Meadowgreen Drive,Mifflinburg,Pennsylvania,17844,Union,0,0,0,0,8,0,
Advocare Broomall Peds-West Chester,1246 West Chester Pike,West Chester,Pennsylvania,19382,Chester,0,0,0,495,105,186,POINT (-75.557246 39.968171)
Wellspan Fam and Sprts Med Cocalico,30 West Swartzville Road P.O. Box 515,Reinholds,Pennsylvania,17569,Lancaster,6,0,0,71,995,11,POINT (-76.079216 40.233916)
PHN-Oil City Health Center,811 Grandview Road,Oil City,Pennsylvania,16301,Venango,0,0,0,17,248,150,POINT (-79.6883 41.441352)
LVPG Pediatrics-Laurys Station,5649 Wynnewood Drive,Laurys Station,Pennsylvania,18059,Lehigh,0,0,0,17,1028,0,POINT (-75.535107 40.727653)
Blossburg Laurel Health Center,6 Riverside Plaza,Blossburg,Pennsylvania,16912,Tioga,0,0,0,0,156,0,POINT (-77.065699 41.678509)
Dushore Pharmacy,218 S. German St. PO BOX 314,Dushore,Pennsylvania,18614,Sullivan,0,0,0,135,819,786,POINT (-76.401747 41.522866)
WellSpan Family Medicine-Cross Keys,2900 Carlisle Pike,New Oxford,Pennsylvania,17350,Adams,0,0,0,0,575,0,POINT (-77.023276 39.865695)
Woodlyn Pharmacy,1301 Jefferson Avenue,Woodlyn,Pennsylvania,19094,Delaware,0,0,0,0,15,691,POINT (-75.343924 39.874835)
Wellspan Fam Med Philadelphia Ave,3106 Philadelphia Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,61,1001,0,POINT (-77.627048 39.976763)
FPC Selinsgrove 2 Fam Pract Cntr,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,145,0,POINT (-76.84902 40.829356)
GIANT PHARMACY-6453,330 MARKETPLACE BOULEVARD,SELINSGROVE,PA,17870,Snyder,0,0,0,0,2628,0,POINT (-76.834846 40.841273)
GIANT PHARMACY-6265,1201 KNAPP ROAD,NORTH WALES,PA,19454,Montgomery,0,0,0,3,3000,0,POINT (-75.254038 40.233246)
Main Line Health-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,0,0,0,160,63,36,POINT (-75.499846 40.042102)
Janssen Springhouse,1400 McKean Road,Spring House,Pennsylvania,19477,Montgomery,0,0,0,4,22,0,
Family First Health-Columbia Center,369 Locust Street 1st Floor,Columbia,Pennsylvania,17512,Lancaster,0,0,0,195,47,0,POINT (-76.501264 40.032778)
Geisinger Wyoming Valley,1000 EAST MOUNTAIN BLVD M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,183,0,0,894,427,445,POINT (-75.812007 41.256632)
Wellspn Fam Med Bannister St,1575 Bannister St,York,Pennsylvania,17404,York,0,0,0,47,195,108,POINT (-76.763333 39.960703)
FalconER Urgent Care Cranberry Twp,1241 Freedom Rd,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,484,468,282,POINT (-80.117265 40.6823)
Margiotti and Kroll Pediatrics Newtown,671 Newtown-Yardley Rd,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,1667,0,POINT (-74.920421 40.229433)
AHN-Canonsburg Hospital,100 Medical Blvd,Canonsburg,Pennsylvania,15317,Washington,0,2,0,1017,831,397,POINT (-80.190434 40.248477)
Pottstown Hlth Center-Montgom Cnty,364 King Street,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,1199,107,1023,POINT (-75.645012 40.246054)
AHN AC IM Bnacorsi Brwn Johsn Monre,2550 Mosside Boulevard,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,139,0,POINT (-79.753081 40.427159)
The Wright Cntr for Comm Hlth,103 Spruce Street,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,0,0,0,27,210,POINT (-75.182246 41.482016)
VaxCare-Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19380,Chester,9,0,0,2823,217,1805,POINT (-75.584433 39.957662)
SHMG Fam Med Residency Ctr,740 High Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,5,32,20,POINT (-77.016389 41.245347)
UPMC-CCA-WESTVIEW,1024 West View Park Drive,Pittsburgh,Pennsylvania,15229,Allegheny,0,0,0,270,40,0,POINT (-80.037027 40.516565)
WellSpan Internal Medicine New Holland,435 S Kinzer Avenue,New Holland,Pennsylvania,17557,Lancaster,6,0,0,16,237,12,POINT (-76.073006 40.097895)
LVPG Fam Medic Peds Hambrg,700 Hawk Ridge Drive,Hamburg,Pennsylvania,19526,Berks,0,0,0,8,22,0,POINT (-75.975007 40.544785)
Danville State Hospital,50 Kirkbride Drive,Danville,Pennsylvania,17821,Montour,0,0,0,96,75,104,POINT (-76.596428 40.948537)
CENTERVILLE CLINICS-FAIRCHANCE,93 N Morgantown Road,Fairchance,Pennsylvania,15436,Fayette,0,0,0,22,531,0,POINT (-79.753382 39.826272)
Caring Healthcare Network,18 N Front St,Philipsburg,Pennsylvania,16866,Centre,0,0,0,18,50,170,POINT (-78.222657 40.895993)
Central Outreach Wellness Center,127 ANDERSON ST,Pittsburgh,Pennsylvania,15212,Allegheny,0,1,0,314,1003,493,POINT (-80.000677 40.448772)
Open Hearts Home Care,234 N. 6th Street,Reading,Pennsylvania,19601,Berks,0,0,0,39,0,0,POINT (-75.925771 40.339564)
Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,Dauphin,0,0,0,25,0,0,POINT (-76.658617 40.271193)
The Wright Center-Kingston Clinic,2 Sharpe St,Kingston,Pennsylvania,18704,Luzerne,0,0,0,6,1179,80,POINT (-75.888458 41.269781)
UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,Allegheny,12,3,4,1123,2295,3558,POINT (-79.896237 40.487527)
Fam Hlth Care Ctr of Punxsutawney,83 Hillcrest Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,5,487,0,POINT (-79.000112 40.960155)
Waltmire Pharmacy,1435 Spring Garden Ave,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,289,3167,2132,POINT (-79.986848 40.462781)
Martellas Pharmacy of Ligonier LLC,113 South Fairfield Street,Ligonier,Pennsylvania,15658,Westmoreland,0,0,0,32,0,6,POINT (-79.239701 40.243175)
WILKINSBURG FAMILY HEALTH CENTER,807 WALLACE AVE,Pittsburgh,Pennsylvania,15221,Allegheny,0,0,0,1,284,76,POINT (-79.881292 40.443465)
AFC Urgent Care Warrington,781 Easton Rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,1216,394,0,POINT (-75.137276 40.233789)
Berwick Hospital Center,701 East 16th St. Pharmacy,Berwick,Pennsylvania,18603,Columbia,0,9,0,201,17,324,POINT (-76.230804 41.070159)
Pediatric Care Specialist-Ebensburg,131 Casale Court,Ebensburg,Pennsylvania,15931,Cambria,0,6,0,12,321,0,POINT (-78.757145 40.461968)
PRIMARY CARE PHARMACY SERVICES INC,2027 Lebanon Church Road,West Mifflin,Pennsylvania,15122,Allegheny,0,27,0,1606,134,773,POINT (-79.94943 40.348063)
MNPG Mifflin County,96 Kish Road,Reedsville,Pennsylvania,17084,Mifflin,0,0,0,0,574,0,POINT (-77.593525 40.68716)
UPMC Horizon Tran Cre Shenango,2200 Memorial Drive,Farrell,Pennsylvania,16121,Mercer,0,0,0,9,766,9,POINT (-80.469262 41.209438)
UPMC Shadyside FHC Faculty,5215 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,141,1986,417,POINT (-79.940982 40.455196)
GIANT PHARMACY-6335,2651 MacArthur Rd,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,37,2273,716,POINT (-75.492898 40.645121)
UPMC-MAGEE WOMENS HOSPITAL,300 Halket Street,Pittsburgh,Pennsylvania,15213,Allegheny,8,2,0,596,175,0,POINT (-79.959546 40.437077)
Dialysis Clinic Inc. Mount Pleasant,20 E MAIN ST,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,15,0,0,POINT (-79.533853 40.147704)
Centerville Clinics-Uniontown,86 McClellandtown Rd,Uniontown,Pennsylvania,15401,Fayette,10,0,0,46,1548,20,POINT (-79.73609 39.902345)
Fulton County Medical Center,Fulton County Medical Center 214 Peach Orchard Road,MC CONNELLSBURG,PA,172338559,Fulton,0,0,0,285,42,733,
Delaware County Memorial Hospital,501 N. Lansdowne Ave Department of Pharmacy,Drexel Hill,Pennsylvania,19026,Delaware,0,0,0,19,194,2009,POINT (-75.283921 39.953877)
Derry Street Pharmacy,1304 Derry St,Harrisburg,Pennsylvania,17104,Dauphin,0,0,0,0,330,98,POINT (-76.86857 40.263018)
PMA-Family Practice PC Penn Hills,310 Rodi Road,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,0,731,0,POINT (-79.823874 40.460699)
Butler Memorial Hospital,ONE HOSPITAL WAY,Butler,Pennsylvania,16001,Butler,0,0,0,0,17,2768,
The Prcter n Gmble Papr Prod Comp,5188 Rt 87,Mehoopany,Pennsylvania,18629,Wyoming,0,0,0,150,29,195,
Nemours DuPont Ped Collegeville,100 Campus Drive,Collegeville,Pennsylvania,19426,Montgomery,10,10,0,120,1496,210,POINT (-75.467711 40.158904)
Genoa Healthcare 20336,245 Race Street,Somerset,Pennsylvania,15501,Somerset,0,0,0,156,39,203,POINT (-79.075074 40.005761)
Panda Bear Pediatrics-2nd Avenue,409 2nd Avenue,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,1651,1095,POINT (-75.454627 40.179819)
Hope Pharmacy,7050 Terminal Sq,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,1,26,1,POINT (-75.26293 39.961451)
Advanced Surgery Ctr of Lanc LLC,160 North Pointe Blvd,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,411,390,0,POINT (-76.301733 40.072015)
Penn St Hlth Cmty Vax Site Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,12,0,0,826,745,137,POINT (-75.969901 40.373917)
GIANT PHARMACY-6271,14635 MT AIRY ROAD,SHREWSBURY,PA,17361,York,0,0,0,0,1936,77,POINT (-76.670992 39.773322)
Lebanon Shops Pharmacy,Lebanon Shops Pharmacy 300 Mt Lebanon Blvd suite 23,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,0,2468,0,
East Suburban Pedi-Monroeville,2566 Haymaker Road,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,101,1268,0,POINT (-79.751285 40.428239)
Genesis Medical Associates Inc,8150 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,8,1742,438,POINT (-80.038875 40.555375)
Red Lion Pediatrics,1338 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,516,103,POINT (-74.965529 40.071608)
UPMC CCP Erie,3580 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,0,2239,0,POINT (-80.080368 42.099674)
North Side Christian Health Center,816 Middle Street,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,9,2745,466,POINT (-79.999614 40.455241)
Partners in Family Care P.C.,27 Heckel Rd,Mc Kees Rocks,Pennsylvania,15136,Allegheny,12,0,0,43,1211,0,POINT (-80.091395 40.47141)
Keystone Agricul Wrker Prog Read.,145 North 6th St.,Reading,Pennsylvania,19601,Berks,0,0,0,7,118,40,POINT (-75.925814 40.338125)
UPMC-RHMS Bayside Family Medicine,510 Cranberry Street,Erie,Pennsylvania,16507,Erie,0,0,0,64,29,0,POINT (-80.111521 42.120932)
FKC Chadds Ford,291 Wilmington West Chester Pike,Chadds Ford,Pennsylvania,19317,Delaware,0,0,0,0,2,0,POINT (-75.540653 39.853872)
Fort Washington Estates,735 Susquehanna Road,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,62,0,POINT (-75.196327 40.158692)
AHN Peds Ped Alliance Allegh,490 East North Street Allegheny Medical Professional Bldg,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,68,859,285,
GIANT PHARMACY-6501,850 EAST MAIN STREET,EPHRATA,PA,17522,Lancaster,0,0,0,59,2301,970,POINT (-76.157833 40.165002)
HAZELWOOD FAMILY HEALTH CENTER,4918 2ND AVE,Pittsburgh,Pennsylvania,15207,Allegheny,0,0,0,0,93,79,POINT (-79.943915 40.409345)
UPMC-SH Fam Med Duboistown,145 Shaffer Street,South Williamsport,Pennsylvania,17702,Lycoming,0,0,0,0,1414,660,POINT (-77.036054 41.223871)
AHN-AC FM FPMAS JEFFERSON,1200 BROOKS LANE JEFFERSON HILLS,Clairton,Pennsylvania,15025,Allegheny,0,0,0,4,820,0,
WMCHC Forest City Fam Hlth Cntr,100 Dundaff St,Forest City,Pennsylvania,18421,Susquehanna,0,0,0,0,0,50,POINT (-75.468965 41.651305)
MNPG Bellefonte Int Med,141 Medical Park Lane,Bellefonte,Pennsylvania,16823,Centre,0,0,0,451,29,0,POINT (-77.748835 40.915728)
Adams Cumberld Pharm Biglerville,3463 Biglerville Rd,Biglerville,Pennsylvania,17307,Adams,0,0,0,349,53,0,POINT (-77.248303 39.924777)
Revolutionary Home Health Inc.,829 Scranton Carbondale Highway,Eynon,Pennsylvania,18403,Lackawanna,0,0,0,0,498,0,POINT (-75.577871 41.50839)
Security Family Medicine LLC,1930 Security Drive,York,Pennsylvania,17402,York,0,0,0,43,23,0,POINT (-76.698939 39.912045)
UPMC CCP Sewickley,111 Hazel Lane,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,887,454,POINT (-80.193344 40.543676)
Advocare Broomall Ped Lawrence Prk,1991 Sproul Road Lawrence Park Center,Broomall,Pennsylvania,19008,Delaware,23,4,0,248,868,379,
LVPG Pediatrics-Lehighton,363 N 1st Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,18,460,0,POINT (-75.709452 40.838651)
AHOLD USA-GIANT PHARMACY-6083,539 N OAK AVENUE,ALDAN,PA,19018,Delaware,0,0,0,42,2306,72,POINT (-75.305801 39.932791)
Marathon Health-Wyalusing,41913 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,4,0,50,
Medmart Pharmacy,2618 Memorial Blvd Ste A,Connellsville,Pennsylvania,15425,Fayette,0,0,0,2,115,79,POINT (-79.562552 40.059374)
MON-VALE PRIMARY CARE PRACTICES INC,447 West Main Street,Monongahela,Pennsylvania,15063,Washington,0,0,0,166,0,200,POINT (-79.927457 40.203701)
Woods Service,10 Meadowood Dr,Langhorne,Pennsylvania,19047,Bucks,20,24,0,129,213,354,POINT (-74.912823 40.169763)
PHN-Punxsutawney Community HC,200 Prushnok Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,23,247,10,POINT (-78.961583 40.945909)
LVPG Pediatrics-Laurys Station,5649 Wynnewood Drive,Walnutport,Pennsylvania,18088,Northampton,0,0,0,17,1028,0,POINT (-75.535107 40.727653)
Select Specialty Hospital-Erie,252 West 11th Street,Erie,Pennsylvania,16501,Erie,0,0,0,74,42,45,POINT (-80.087573 42.122469)
Granite Farms Estate,1343 W. Baltimore Pike,Media,Pennsylvania,19063-553,Delaware,0,0,0,4,0,0,POINT (-75.450512 39.907824)
GIANT PHARMACY-6505,1375 E BOOT ROAD,West Chester,Pennsylvania,19380,Chester,0,0,0,336,2536,303,POINT (-75.568437 39.997833)
Dao Pharm Inc DBA Rios Pharm,35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,3890,1178,POINT (-75.328126 39.906848)
Penn St Hlth Cmty Vax Site Berks,5370 Allentown Pike,Temple,Pennsylvania,19560,Berks,12,0,0,826,745,137,POINT (-75.919091 40.416597)
Select Specialty Hosp McKeesprt,6 CRAWFORD VLG 1500 FIFTH AVENUE,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,0,37,0,
Tower Health Fam Med-Kenhorst THMG,600 High Blvd,Reading,Pennsylvania,19607,Berks,0,0,0,0,36,0,POINT (-75.946015 40.303573)
Eden Park Pediatrics-Brownstown,4221 Oregon Pike,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,63,1220,30,POINT (-76.215299 40.132266)
Bradford County SHC,142 Colonial Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,58,27,0,POINT (-76.452864 41.782289)
AFC Urgent Care Narberth,934 Montgomery Ave,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,491,0,POINT (-75.261558 40.01185)
Guthrie Clinic Troy,285 Guthrie Drive,Troy,Pennsylvania,16947,Bradford,0,0,0,63,1098,163,POINT (-76.795135 41.791395)
Centerville Clinics-Connellsville,601 South Arch Street,Connellsville,Pennsylvania,15425,Fayette,0,0,0,0,663,0,POINT (-79.591082 40.012674)
WellSpan Internl Med Apple Hill  St,25 Monument Rd,York,PA,17403,York,0,0,3,119,942,0,POINT (-76.716233 39.923562)
UPMC Lawrenceville Fam Hlth Ctr,3937 Butler Street,Pittsburgh,Pennsylvania,15201,Allegheny,0,0,0,12,3169,0,POINT (-79.962556 40.468512)
UPMC-Urgent Care at McCandless,9401 McKnight Road,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,0,8,0,POINT (-80.026216 40.576802)
LVRX Pharmacy,211 South Market Street,Ligonier,Pennsylvania,15658,Westmoreland,0,0,0,0,1906,212,POINT (-79.239255 40.241761)
Smartmed Prescription Center,233 E High St,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,912,1245,1487,POINT (-77.183011 40.200964)
Adagio Health-Mobile Unit,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,14,0,0,956,1,1717,POINT (-79.703532 41.381847)
GIANT PHARMACY-6457,7150 HAMILTON BOULEVARD,TREXLERTOWN,PA,18087,Lehigh,0,0,0,315,2582,1136,POINT (-75.593699 40.551865)
VDI-Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,819,0,874,POINT (-78.205765 40.90652)
Scranton Prim Hlth Cre Cntr Alder,425 ALDER ST,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,3,25,220,POINT (-75.665979 41.399796)
Diamond Drugs Inc dba Dia Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,4510,0,POINT (-79.17264 40.608774)
