Order Date,Clinic Name,Clinic Address,Clinic Suite,Clinic additional Address,Clinic City,Clinic State,Clinic Zip,County Name,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered,Total Covid Volume Ordered,Georeferenced Latitude & Longitude
03/31/2022,MARTINS PHARMACY-6308,1570 OAKLAND AVE,,,Indiana,Pennsylvania,15701,Indiana,0,100,0,100,POINT (-79.172412 40.61473)
03/30/2022,The Medicine Shoppe-Dallas,26 Dallas Shopping Center,,,Dallas,Pennsylvania,18612,Luzerne,0,200,0,200,
01/22/2022,Smartmed Prescription Center,233 E High St,,,Carlisle,Pennsylvania,17013,Cumberland,0,200,0,200,POINT (-77.183011 40.200964)
01/18/2022,Centerville Clinics-Uniontown,86 McClellandtown Rd,,,Uniontown,Pennsylvania,15401,Fayette,0,100,0,100,POINT (-79.73609 39.902345)
01/21/2022,GIANT PHARMACY-6310,830 NORTH US 15,,,DILLSBURG,PA,17019,York,0,100,0,100,POINT (-77.020415 40.130365)
01/14/2022,Vybe Bensalem,3626 Street Road,,,Bensalem,Pennsylvania,19020,Bucks,0,2200,0,2200,POINT (-74.963429 40.126187)
01/20/2022,Scranton Pharmacy,311 Mulberry St,,,Scranton,Pennsylvania,18503,Lackawanna,0,300,0,300,POINT (-75.663224 41.411696)
01/14/2022,Wellness Family Pharmacy,3250 Chichester ave,,,Boothwyn,Pennsylvania,19061,Delaware,0,200,0,200,POINT (-75.442314 39.836868)
01/14/2022,Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,,,Thorndale,Pennsylvania,19372,Chester,0,100,0,100,POINT (-75.7524 39.994947)
12/18/2020,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/17/2022,GIANT PHARMACY-6271,14635 MT AIRY ROAD,,,SHREWSBURY,PA,17361,York,0,200,0,200,POINT (-76.670992 39.773322)
01/13/2022,Lititz Apothecary,100 E Main St,,,Lititz,Pennsylvania,17543,Lancaster,0,300,0,300,POINT (-76.304183 40.156715)
01/19/2022,Nurses United Against Covid,463 W Sproul Road,,,Springfield,Pennsylvania,19064,Delaware,0,100,0,100,POINT (-75.350329 39.927806)
01/18/2022,FHP Pharmacy Services,550 Locust Street,,,Saint Michael,Pennsylvania,15951,Cambria,0,200,0,200,POINT (-78.755168 40.333292)
01/17/2022,UPMC/HC Pharmacy,3175 East Carson Street,,,Pittsburgh,Pennsylvania,15203,Allegheny,0,5000,0,5000,POINT (-79.962158 40.423829)
01/19/2022,GIANT PHARMACY-6317,967 S TOWNSHIP LINE RD,,,ROYERSFORD,PA,19468,Montgomery,0,100,0,100,POINT (-75.528985 40.193464)
01/23/2022,AHOLD USA-GIANT PHARMACY-6087,2415 E MARKET STREET,,,YORK,PA,17402,York,0,100,0,100,POINT (-76.678572 39.974533)
01/21/2022,LaCons Pharmacy,1336 Powell Street,,,Norristown,Pennsylvania,19401,Montgomery,0,200,0,200,POINT (-75.336115 40.12397)
01/17/2022,MacDonalds Pharmacy,214 Peach Orchard Road,,,Mc Connellsburg,Pennsylvania,17233,Fulton,0,100,0,100,POINT (-78.009023 39.937313)
01/14/2022,LGH-Lancaster General Hospital,555 North Duke Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,1000,0,1000,POINT (-76.305328 40.046975)
02/05/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/19/2022,ALMA ILLERY MEDICAL CENTER,7227 HAMILTON AVE,,,Pittsburgh,Pennsylvania,15208,Allegheny,0,100,0,100,POINT (-79.896792 40.454465)
01/21/2022,Albion Pharmacy,9 East State Street,,,Albion,Pennsylvania,16401,Erie,0,100,0,100,POINT (-80.365963 41.890903)
01/14/2022,Centerville Clinics-Fredericktown,1070 Old National Pike Rd,,,Fredericktown,Pennsylvania,15333,Washington,0,200,0,200,POINT (-79.985626 40.047336)
01/20/2022,Union Community Care,304 North Water Street,,,Lancaster,Pennsylvania,17603,Lancaster,0,2000,0,2000,POINT (-76.309448 40.043134)
01/19/2022,GIANT PHARMACY-6052,993 WAYNE AVENUE,,,CHAMBERSBURG,PA,17201,Franklin,0,100,0,100,POINT (-77.653154 39.914057)
03/02/2021,Armstrong Prim Cre Ctr Leechburg,112 main street,,,Leechburg,Pennsylvania,15656,Armstrong,0,100,0,100,POINT (-79.606798 40.627942)
01/18/2022,R-Health Hatfield,2700 Clemens Rd,,Family Wellness Center 2nd Fl,Hatfield,Pennsylvania,19440,Montgomery,0,200,0,200,POINT (-75.317022 40.268956)
01/14/2022,Tru Care Internal Medicine and ID,135 Midway Drive,Suite B,,Du Bois,Pennsylvania,15801,Clearfield,0,300,0,300,POINT (-78.734636 41.124876)
01/20/2022,GIANT PHARMACY-6084,2670 EGYPT ROAD,,,NORRISTOWN,PA,19403,Montgomery,0,100,0,100,POINT (-75.405607 40.130489)
01/14/2022,Adzema Pharmacy,8105 Perry Highway,,,Pittsburgh,Pennsylvania,15237,Allegheny,0,100,0,100,POINT (-80.03868 40.554759)
12/30/2020,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/19/2022,VDI-Mainline Pharmacy-Somerset,168 West Main St,,,Somerset,Pennsylvania,15501,Somerset,0,300,0,300,POINT (-79.080619 40.008446)
01/15/2022,Martins Pharmacy 6524,2121 South Atherton Street,,,State College,Pennsylvania,16801,Centre,0,100,0,100,POINT (-77.831433 40.784892)
01/17/2022,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.362954 40.046823)
01/21/2022,GIANT PHARMACY-6321,859 NAZARETH PIKE,,,NAZARETH,PA,18064,Northampton,0,100,0,100,POINT (-75.314175 40.730169)
01/19/2022,Richard R Sandrowicz MD,1265 Wayne Ave,105,,Indiana,Pennsylvania,15701,Indiana,0,100,0,100,POINT (-79.163866 40.603382)
01/19/2022,Penn Medicine at Valley Forge,1001 Chesterbrook Blvd,,,Berwyn,Pennsylvania,19312,Chester,0,100,0,100,POINT (-75.463017 40.063566)
01/19/2022,PHN-New Castle Primary Care,1112 South Mill Street,,,New Castle,Pennsylvania,16101,Lawrence,0,200,0,200,POINT (-80.343873 40.987837)
01/21/2022,Wright Ctr for Com Hlth Scrntn Prac,501 S Washington Avenue,1000,,Scranton,Pennsylvania,18505,Lackawanna,0,200,0,200,POINT (-75.670148 41.402074)
01/18/2022,BRADDOCK FAMILY HEALTH CENTER,404 BRADDOCK AVE,,,Braddock,Pennsylvania,15104,Allegheny,0,100,0,100,POINT (-79.871236 40.404898)
01/14/2022,GIANT PHARMACY-6262,328 CHURCH STREET,,,DANVILLE,PA,17821,Montour,0,100,0,100,POINT (-76.614073 40.961445)
01/18/2022,Vanguard PA,3222 Phoenixville Pike,,CrewCare,Malvern,Pennsylvania,19355,Chester,0,100,0,100,POINT (-75.547573 40.075067)
01/15/2022,AHOLD USA-GIANT PHARMACY-6112,255 S SPRING GARDEN STREET,,,CARLISLE,PA,17013,Cumberland,0,100,0,100,POINT (-77.181721 40.196578)
01/15/2022,Custom Care Pharmacy-Sunbury,439 Market St.,,,Sunbury,Pennsylvania,17801,Northumberland,0,300,0,300,POINT (-76.790154 40.86091)
12/23/2020,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,975,0,0,975,POINT (-74.907526 40.175122)
01/18/2022,Stanton Negley Drug Co,804 N Negley Ave,,,Pittsburgh,Pennsylvania,15206,Allegheny,0,100,0,100,POINT (-79.926244 40.471693)
01/20/2022,Schuylkill County SHC,One Norwegian Plaza,103,,Pottsville,Pennsylvania,17901,Schuylkill,0,100,0,100,
01/15/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/17/2022,VDI-Lenox Pharmacy,5879 SR 92,3,,Kingsley,Pennsylvania,18826,Susquehanna,0,100,0,100,POINT (-75.673062 41.711994)
01/28/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/16/2022,MARTINS PHARMACY-6012,2032 E PLEASANT VLY BLVD,,,ALTOONA,PA,16602,Blair,0,100,0,100,POINT (-78.339608 40.562859)
01/23/2022,GIANT PHARMACY-6300,3175 CAPE HORN ROAD,,,RED LION,PA,17356,York,0,100,0,100,POINT (-76.63098 39.917671)
01/15/2022,GIANT PHARMACY-6422,4320 5TH STREET HWY,,,Temple,Pennsylvania,19560,Berks,0,200,0,200,POINT (-75.927597 40.399666)
01/11/2022,Genoa Healthcare 20348,807 Lawn Ave,104,,Sellersville,Pennsylvania,18960,Bucks,0,100,0,100,POINT (-75.32722 40.364441)
01/18/2022,RICHARD KONDON DO FAMILY PRACTICE,50 Kulp Rd E,,,Chalfont,Pennsylvania,18914,Bucks,0,200,0,200,POINT (-75.180522 40.243749)
01/22/2021,Armstrong Prim Cre Ctr Leechburg,112 main street,,,Leechburg,Pennsylvania,15656,Armstrong,0,200,0,200,POINT (-79.606798 40.627942)
01/22/2022,Haeun Pharmacy,7300 Old York Rd,210-211,,Melrose Park,Pennsylvania,19027,Montgomery,0,100,0,100,POINT (-75.13651 40.062353)
01/14/2022,Hanover Family Practice-Penn,111 Penn Street,,,Hanover,Pennsylvania,17331,York,0,200,0,200,POINT (-76.980167 39.808654)
01/19/2022,GIANT PHARMACY-6121,50 BRIAR CREEK PLAZA,,,BERWICK,PA,18603,Columbia,0,200,0,200,POINT (-76.274657 41.047728)
01/18/2022,CMU Student Health Services,1060 Morewood Avenue,,,Pittsburgh,Pennsylvania,15213,Allegheny,0,100,0,100,POINT (-79.942899 40.44489)
01/14/2022,Adagio Health-Uniontown,205 Easy Street,Unit 101,,Uniontown,Pennsylvania,15401,Fayette,0,100,0,100,POINT (-79.741696 39.901563)
01/18/2022,Susquehanna Valley Med Spec PC,6850 Lows Road,,,Bloomsburg,Pennsylvania,17815,Columbia,0,200,0,200,POINT (-76.352056 41.033408)
01/17/2022,GIANT PHARMACY-6050,2641 SHILLINGTON ROAD,,,READING,PA,19608,Berks,0,200,0,200,POINT (-75.999989 40.315465)
01/20/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,975,0,0,975,POINT (-74.907526 40.175122)
01/21/2022,Tower Health-Reading Hospital,420 S 5th Avenue,,,Reading,Pennsylvania,19611,Berks,0,400,0,400,POINT (-75.948059 40.329863)
01/25/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,975,0,0,975,POINT (-74.907526 40.175122)
01/14/2022,GIANT PHARMACY-6506,50 E WYNNEWOOD RD STORE #2,,,Wynnewood,Pennsylvania,19096,Montgomery,0,200,0,200,POINT (-75.273075 40.002424)
01/17/2022,VDI-Gaughns Drug Store,348 Pennsylvania Ave W,,,Warren,Pennsylvania,16365,Warren,0,400,0,400,POINT (-79.149306 41.844947)
01/19/2022,LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,112,,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,200,0,200,POINT (-75.295264 40.66533)
01/23/2022,GIANT PHARMACY-6301,3477 LINCOLN HIGHWAY,,,THORNDALE,PA,19372,Chester,0,100,0,100,POINT (-75.754185 39.994643)
01/18/2022,Mon Valley Pharmacy and Compounding,600 Willow BrookePlaza,,,Rostrauer Township,Pennsylvania,15012,Fayette,0,200,0,200,
01/14/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1950,0,0,1950,POINT (-74.907526 40.175122)
01/19/2022,Carlisle Pediatric Associates,804 Belvedere Street,,,Carlisle,Pennsylvania,17013,Cumberland,0,100,0,100,POINT (-77.204524 40.188582)
01/14/2022,Internists of Central PA,108 LOWTHER ST,,,Lemoyne,Pennsylvania,17043,Cumberland,0,200,0,200,POINT (-76.884168 40.245461)
01/20/2022,GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,,,FAIRLESS HILLS,PA,19030,Bucks,0,100,0,100,POINT (-74.85226 40.171296)
01/14/2022,Superior Care Pharmacy Incorporated,518 Burke Bypass,,,Olyphant,Pennsylvania,18447,Lackawanna,0,300,0,300,POINT (-75.596869 41.470483)
01/20/2022,AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,,,Conshohocken,Pennsylvania,19428,Montgomery,0,100,0,100,POINT (-75.284956 40.093887)
02/01/2021,Armstrong Prim Cre Ctr Leechburg,112 main street,,,Leechburg,Pennsylvania,15656,Armstrong,0,100,0,100,POINT (-79.606798 40.627942)
01/17/2022,New Stanton Pharmacy,144 Post Avenue,,,New Stanton,Pennsylvania,15672,Westmoreland,0,200,0,200,POINT (-79.605641 40.216893)
01/21/2022,My Health Center at Lowes Pittston,200 Center Point Blvd,,My Health Center,Pittston,Pennsylvania,18640,Luzerne,0,100,0,100,POINT (-75.753341 41.29704)
01/21/2022,Span and Taylor Drug Co,175 W Main Street,,,Monongahela,Pennsylvania,15063,Washington,0,200,0,200,POINT (-79.924233 40.20142)
01/16/2022,GIANT PHARMACY-6522,1874 BETHLEHEM PIKE,,,FLOURTOWN,PA,19031,Montgomery,0,100,0,100,POINT (-75.214169 40.111348)
01/18/2022,Hallstead Family Pharmacy LLC,36 Rose Street,,,Hallstead,Pennsylvania,18822,Susquehanna,0,300,0,300,POINT (-75.7445 41.95474)
01/17/2022,TwinsRx LLC DBA Keystone Pharmacy,8279 State Route 22 Ste 10,,,New Alexandria,Pennsylvania,15670,Westmoreland,0,200,0,200,POINT (-79.423046 40.398241)
01/20/2022,AHOLD USA-GIANT PHARMACY-6243,CEDAR CREST AND TILGHMAN,,,ALLENTOWN,PA,18104,Lehigh,0,200,0,200,
01/17/2022,KRVF LLC (DBA-Shenandoah Pharmacy),33 N Main Street,,,Shenandoah,Pennsylvania,17976,Schuylkill,0,100,0,100,POINT (-76.201355 40.820954)
01/20/2022,Holy Redeemer Hosp and Med Cntr,1648 Huntingdon Pike,,Attn: Pharmacy Dept,Meadowbrook,Pennsylvania,19046,Montgomery,0,200,0,200,POINT (-75.081101 40.108944)
01/14/2022,The Hometown Pharmacy-Grove City,49 Pine Grove Sq,,,Grove City,Pennsylvania,16127,Mercer,0,100,0,100,POINT (-80.111412 41.167134)
01/17/2022,The Hometown Pharmacy-New Castle,20 E Lawrence St,,,New Castle,Pennsylvania,16101,Lawrence,0,100,0,100,
01/17/2022,LVPG-Coordinated Health Pittston,1120 Oak Street,,,Pittston,Pennsylvania,18640,Luzerne,0,200,0,200,POINT (-75.770445 41.307967)
01/21/2022,Penn State University UHS Pharmacy,202C Student Health Center,,Penn State University UHS Pharmacy,University Park,Pennsylvania,16802,Centre,0,200,0,200,
01/17/2022,R-Health Hatfield,2700 Clemens Rd,,Family Wellness Center 2nd Fl,Hatfield,Pennsylvania,19440,Montgomery,0,100,0,100,POINT (-75.317022 40.268956)
01/21/2022,Pennsylvania Headache Ctr,205 Grandview Ave,,Suite 206,Camp Hill,Pennsylvania,17011,Cumberland,0,100,0,100,POINT (-76.921873 40.257678)
01/22/2022,GIANT PHARMACY-6291,698 DOWNINGTOWN PIKE,,,WEST CHESTER,PA,19380,Chester,0,100,0,100,POINT (-75.62212 39.961848)
01/17/2022,Lepri Rne Inc DBA The Md Shopp 0874,2239 Pittston Ave.,,,Scranton,Pennsylvania,18505,Lackawanna,0,200,0,200,POINT (-75.681293 41.384806)
01/22/2022,GIANT PHARMACY-6105,350 SCARLET ROAD,SUITE 220,,KENNETT SQUARE,PA,19348,Chester,0,100,0,100,POINT (-75.730009 39.840279)
01/17/2022,Custom Care Pharmacy-Milton-Retail,57 S. Front St.,,,Milton,Pennsylvania,17847,Northumberland,0,200,0,200,POINT (-76.855706 41.019034)
01/19/2022,VaxCare-Ware Medical Associates,2901 Dutton Mill Rd,110,,Aston,Pennsylvania,19014,Delaware,0,300,0,300,POINT (-75.419807 39.857653)
01/20/2022,Giant (Martins) Pharmacy-6547,1661 EASTON RD,,,Warrington,Pennsylvania,18976,Bucks,0,200,0,200,POINT (-75.130148 40.268065)
01/18/2022,North Penn Comprehensive Hth Srvs,7 Water St,,,Wellsboro,Pennsylvania,16901,Tioga,0,100,0,100,POINT (-77.301143 41.749471)
01/16/2022,AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,,,BETHLEHEM,PA,18018,Lehigh,0,100,0,100,POINT (-75.418335 40.626563)
03/09/2021,Armstrong Prim Cre Ctr Leechburg,112 main street,,,Leechburg,Pennsylvania,15656,Armstrong,0,400,0,400,POINT (-79.606798 40.627942)
01/18/2022,Centerville Clinics-Bentleyville,100 Wilson Road,,Bentleyville Family Practice,Bentleyville,Pennsylvania,15314,Washington,0,100,0,100,POINT (-80.003136 40.127807)
01/21/2022,Centerville Clinics-Washington,37 HIGHLAND AVE,,,Washington,Pennsylvania,15301,Washington,0,100,0,100,POINT (-80.24489 40.174633)
01/20/2022,Hiebers Pharmacy,3500 Fifth Ave Suite 101,,,Pittsburgh,Pennsylvania,15213,Allegheny,0,100,0,100,POINT (-79.960036 40.440635)
01/20/2022,GIANT PHARMACY-6324,4001 NEW FALLS RD,,,LEVITTOWN,PA,19056,Bucks,0,100,0,100,POINT (-74.886105 40.133238)
01/20/2022,Corry Mem Hosp Rural Hlth Clinic,965 Shamrock Lane,,Rural Health Clinic,Corry,Pennsylvania,16407,Erie,0,100,0,100,POINT (-79.612891 41.935379)
01/19/2022,GIANT PHARMACY-6065,1360 COLUMBIA AVENUE,,,LANCASTER,PA,17603,Lancaster,0,200,0,200,POINT (-76.340425 40.038229)
01/15/2022,VDI-Vine Pharmacy,4375 Red Rock Road,,,Benton,PA,17814,Columbia,0,100,0,100,POINT (-76.379804 41.202857)
01/21/2022,Hyde Drug Store,2412 Wilmington Rd,,,New Castle,Pennsylvania,16105,Lawrence,0,100,0,100,POINT (-80.353728 41.026117)
01/23/2022,AHOLD USA-GIANT PHARMACY-6083,539 N OAK AVENUE,,,ALDAN,PA,19018,Delaware,0,100,0,100,POINT (-75.305801 39.932791)
01/21/2022,VDI-Townville Pharmacy,2195 Route 442 Hwy,,,Muncy,Pennsylvania,17756,Lycoming,0,300,0,300,
05/21/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1170,0,0,1170,POINT (-74.907526 40.175122)
01/20/2022,Lancaster EMS,1829 Lincoln Highway East,,,Lancaster,Pennsylvania,17602,Lancaster,0,100,0,100,POINT (-76.254423 40.035338)
01/19/2022,Morris Drug,15 East Centre St,,,Mahanoy City,Pennsylvania,17948,Schuylkill,0,200,0,200,POINT (-76.141312 40.812802)
01/18/2022,LCH Health and Community Services,731 West Cypress Street,,,Kennett Square,Pennsylvania,19348,Chester,0,200,0,200,POINT (-75.722875 39.844143)
01/18/2022,JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Suite 2,,Huntingdon,Pennsylvania,16652,Huntingdon,0,100,0,100,POINT (-78.011507 40.49342)
01/19/2022,GIANT PHARMACY-6471,86 GLOCKER WAY,,,POTTSTOWN,PA,19465,Chester,0,100,0,100,POINT (-75.657585 40.208874)
01/18/2022,Montgomery County Department of Public Safety,EOC-50 Eagleville Road,,,Norristown,Pennsylvania,19403,Montgomery,0,100,0,100,POINT (-75.418787 40.158189)
01/21/2022,GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,,,MECHANICSBURG,PA,17055,Cumberland,0,200,0,200,POINT (-76.982548 40.193781)
01/17/2022,The Wright Cntr for Comm Hlth,103 Spruce Street,,,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,100,0,100,POINT (-75.182246 41.482016)
01/13/2022,Community Health Clinic-Greensburg,218 South Maple Avenue,102,,Greensburg,Pennsylvania,15601,Westmoreland,0,100,0,100,POINT (-79.542686 40.300958)
08/23/2021,Woods Service,40 Martin Gross Drive,,,Langhorne,Pennsylvania,19047,Bucks,1170,0,0,1170,POINT (-74.907526 40.175122)
01/20/2022,GIANT PHARMACY-6509,737 HUNTINGDON PIKE,,,HUNTINGDON VALLEY,PA,19006,Montgomery,0,100,0,100,POINT (-75.093708 40.086465)
01/17/2022,The Wright Center-Mid Valley,5 South Washington Avenue,,,Jermyn,Pennsylvania,18433,Lackawanna,0,300,0,300,POINT (-75.547511 41.516304)
01/20/2022,Pittsburgh Mercy Fam Hth Ctr,249 South 9th Street,,Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,500,0,500,POINT (-79.989908 40.430887)
01/17/2022,WORKNET Occutl Med Lancaster,241 Rohrerstown Road,200,,Lancaster,Pennsylvania,17603,Lancaster,0,100,0,100,POINT (-76.363113 40.045766)
01/17/2022,AHOLD USA-GIANT PHARMACY-6485,789 East Main Street,,,Mount Joy,PA,17552,Lancaster,0,100,0,100,POINT (-76.484796 40.109335)
01/18/2022,Whitemarsh Pharmacy,553 Germantown Pike,,,Lafayette Hill,Pennsylvania,19444,Montgomery,0,100,0,100,POINT (-75.251551 40.086113)
03/30/2022,Springfield Pharmacy,1154 Baltimore Pike,,,Springfield,Pennsylvania,19064,Delaware,0,300,0,300,POINT (-75.346745 39.913764)
03/31/2022,GIANT PHARMACY-6045,849 WEST BALTIMORE PIKE,,,WEST GROVE,PA,19390,Chester,0,100,0,100,POINT (-75.875122 39.824105)
03/29/2022,Lehigh Valley Hospital Cedar Crest,1200 S. CEDAR CREST BLVD,,,Allentown,Pennsylvania,18103,Lehigh,0,2000,0,2000,POINT (-75.518663 40.566721)
04/03/2022,AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,,,HELLERTOWN,PA,18055,Northampton,0,100,0,100,POINT (-75.339414 40.562859)
03/30/2022,Community Health Clinic-Greensburg,218 South Maple Avenue,102,,Greensburg,Pennsylvania,15601,Westmoreland,0,100,0,100,POINT (-79.542686 40.300958)
04/01/2022,VDI-Pine Grove Pharmacy,10 East Pottsville Str,,,Pine Grove,Pennsylvania,17963,Schuylkill,0,100,0,100,POINT (-76.38501 40.552571)
03/29/2022,AHOLD USA-GIANT PHARMACY-6087,2415 E MARKET STREET,,,YORK,PA,17402,York,0,200,0,200,POINT (-76.678572 39.974533)
03/28/2022,Hatboro Medical Associates,345 N YORK RD,,PO BOX 606,Hatboro,Pennsylvania,19040,Montgomery,0,300,0,300,POINT (-75.104814 40.182844)
03/31/2022,Hazle Drugs,1 East Broad Street,,,Hazleton,Pennsylvania,18201,Luzerne,0,200,0,200,POINT (-75.973627 40.953964)
04/01/2022,WMCHC-HAMLIN FAMILY HEALTH CENTER,543 Easton Turnpike,105,,Lake Ariel,Pennsylvania,18436,Wayne,0,100,0,100,POINT (-75.398003 41.400846)
03/30/2022,VDI-Livingston Pharmacy,550 Miller Ave,,,Clairton,Pennsylvania,15025,Allegheny,0,200,0,200,POINT (-79.883127 40.293571)
05/17/2022,Darlings Sugar Grove Hlthmrt Pharm,17 Forest St,,,Sugar Grove,Pennsylvania,16350,Warren,0,100,0,100,POINT (-79.341241 41.982825)
03/29/2022,VDI-Pleasant Hills Apothecary,25 Gill Hall Rd,Suite 2,,Clairton,Pennsylvania,15025,Allegheny,0,200,0,200,POINT (-79.957735 40.321833)
04/02/2022,GIANT PHARMACY-6273,600 E LANCASTER AVE,,,Reading,Pennsylvania,19607,Berks,0,100,0,100,POINT (-75.95602 40.30843)
04/03/2022,AHPSA Oxford Valley Med Prac,320 middletown Blvd,301,,Langhorne,Pennsylvania,19047,Bucks,0,100,0,100,POINT (-74.884889 40.183096)
03/31/2022,GIANT PHARMACY-6005,6560 CARLISLE PIKE,SUITE 100,,MECHANICSBURG,PA,17050,Cumberland,0,100,0,100,POINT (-77.029936 40.246134)
03/29/2022,The Hometown Pharmacy-Harmony,3 Northgate Pl,2,Route 19 N,Harmony,Pennsylvania,16037,Butler,0,100,0,100,POINT (-80.137185 40.802892)
03/31/2022,GIANT PHARMACY-6336,3926 LINDEN STREET,,,BETHLEHEM,PA,18020,Northampton,0,100,0,100,POINT (-75.344906 40.674166)
03/30/2022,Haydens Pharmacy,505 NORTH FOURTH STREET,,EXCELA MEDICAL BUILDING,Youngwood,Pennsylvania,15697,Westmoreland,0,400,0,400,POINT (-79.574993 40.246111)
05/19/2022,AHOLD USA-GIANT PHARMACY 6448,180 UPLAND SQ DR,,,STOWE,PA,19464,Montgomery,0,100,0,100,POINT (-75.653143 40.26761)
03/29/2022,Christine Meyer MD and Associates,750 W. Lincoln Highway,,,Exton,Pennsylvania,19341,Chester,0,500,0,500,POINT (-75.664397 40.021435)
03/30/2022,VDI-Mainline Pharm Twp Davidsville,118 North Main Street,,,Davidsville,Pennsylvania,15928,Somerset,0,300,0,300,POINT (-78.936009 40.227897)
03/30/2022,VDI-Curtis Pharmacy-Claysville,305 Main St,,,Claysville,Pennsylvania,15323,Washington,0,100,0,100,POINT (-80.410052 40.117929)
03/30/2022,AHOLD USA-GIANT PHARMACY-6313,2174 WEST UNION BOULEVARD,,,BETHLEHEM,PA,18018,Lehigh,0,100,0,100,POINT (-75.418335 40.626563)
03/29/2022,Keystone Community Health Services,111 Chambers Hill Drive,Suite 102,,Chambersburg,Pennsylvania,17201,Franklin,0,100,0,100,
03/31/2022,Whitman Pharmacy,4950 YORK RD,,,Holicong,Pennsylvania,18928,Bucks,0,200,0,200,POINT (-75.053823 40.329877)
05/16/2022,MacDonalds Pharmacy,214 Peach Orchard Road,,,Mc Connellsburg,Pennsylvania,17233,Fulton,0,100,0,100,POINT (-78.009023 39.937313)
03/31/2022,GIANT PHARMACY-6262,328 CHURCH STREET,,,DANVILLE,PA,17821,Montour,0,100,0,100,POINT (-76.614073 40.961445)
03/31/2022,FPC-Family Practice Center Muncy,10 Shady Lane,103,,Muncy,Pennsylvania,17756,Lycoming,0,100,0,100,POINT (-76.774026 41.210394)
04/03/2022,AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,,,Conshohocken,Pennsylvania,19428,Montgomery,0,100,0,100,POINT (-75.284956 40.093887)
04/01/2022,VDI-Sloans Manheim Pharmacy,73 South main Street,,,Manheim,Pennsylvania,17545,Lancaster,0,100,0,100,POINT (-76.393514 40.162316)
03/28/2022,Community Pharmacy,1256 Pennsylvania Ave,,,Tyrone,Pennsylvania,16686,Blair,0,200,0,200,POINT (-78.237087 40.673369)
03/31/2022,LVPG-Coordinated Health LV Hospital,3100 Emrick Blvd,112,,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,200,0,200,POINT (-75.295264 40.66533)
03/30/2022,VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,,,Ebensburg,Pennsylvania,15931,Cambria,0,300,0,300,POINT (-78.735749 40.481168)
03/29/2022,Bushy Run Pharmacy Inc,2106 Route 130,,,Harrison City,Pennsylvania,15636,Westmoreland,0,100,0,100,POINT (-79.648525 40.353783)
03/31/2022,Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,,,Susquehanna,Pennsylvania,18847,Susquehanna,0,100,0,100,POINT (-75.59396 41.946888)
03/31/2022,MARTINS PHARMACY-6288,221 GLIMCHER DRIVE,,,DUNCANSVILLE,PA,16635,Blair,0,100,0,100,POINT (-78.410863 40.432065)
03/30/2022,Roadway Pharmacy,6858 Route 711,3,,Seward,Pennsylvania,15954,Westmoreland,0,100,0,100,POINT (-79.02284 40.40609)
04/01/2022,Tri-State Community Health Center,525 Fulton Drive,,,Mc Connellsburg,Pennsylvania,17233,Fulton,0,100,0,100,POINT (-77.99936 39.924409)
